feature,count,mean,std,min,25%,50%,75%,95%,99%,max
avg_rental,164.0,15.906249773287032,9.479323477996003,1.306532663316583,8.656447572173947,14.175755891040115,19.0097838756678,38.47941176470588,43.12906982366059,44.42270861833105
rental_std,164.0,8.759946980817103,4.5914597706849625,0.6753282312233923,5.547695368013048,7.786120456424401,11.063102344834265,18.325163978649513,20.86369163816833,26.19962325232927
weekday_avg,164.0,17.101310532858545,10.336858779719465,1.282758620689655,9.433483057768463,15.150404549740424,20.98407966939909,41.71551724137931,48.23321839080461,51.54214559386973
weekend_avg,164.0,12.875257511981772,8.24096799453352,1.3703703703703705,6.867890442890443,10.800279684719044,15.705528846153847,31.269519460802357,37.13004784688996,39.26794258373206
peak_ratio,164.0,0.37523383105889746,0.056361867738797346,0.251587454300558,0.33887694630801574,0.36196520993936543,0.40311134584048336,0.4910369841485016,0.5158341996161403,0.5419385145362493
night_ratio,164.0,0.13308824824895604,0.04179668429289138,0.0356686418031834,0.10944327075963015,0.1306168906052365,0.15677360636077814,0.2108006905421653,0.24240197181410125,0.2629934210526315
weekday_weekend_gap,164.0,4.226053020876772,5.315108020210245,-11.236479091183575,0.9139764968691281,2.911446371909048,6.099563171088494,13.756291591046576,18.61031760435572,35.65753020925435
