station_id,avg_rental,rental_std,weekday_avg,weekend_avg,peak_ratio,night_ratio,weekday_weekend_gap,cluster,pca_1,pca_2
2301,23.52990264255911,19.17799295491604,20.294921875,31.531400966183575,0.3540607636836505,0.16402648067147416,-11.236479091183575,1,1.689281779420292,2.581984575457002
2302,19.291549295774647,9.695115989094468,20.570866141732285,16.074257425742573,0.33890632985325253,0.2218003942469154,4.496608715989712,0,0.41556220323897364,1.9412392208533025
2303,24.606019151846784,12.696377086296737,26.948275862068964,18.75598086124402,0.39411797409240007,0.15822538500027797,8.192295000824945,1,1.8525843176657595,0.2958848981048873
2304,8.493487698986975,6.244849552572803,9.156626506024097,6.782383419689119,0.4102913613903561,0.12864201737945136,2.3742430863349773,0,-1.3865507961232708,-0.6378068956912347
2305,7.186317321688501,4.167441374926093,8.42156862745098,3.6271186440677967,0.4087502531901965,0.07291877658497063,4.794449983383184,0,-1.6505727240665604,-1.8221252002915924
2306,41.03556771545828,18.241345301543262,44.26819923371647,32.961722488038276,0.4008067473414008,0.10601060106010601,11.306476745678196,1,5.131274932850243,-0.06872524494063803
2307,9.66388888888889,5.775910492574765,9.80813953488372,9.299019607843137,0.33357286576602474,0.12043690715722909,0.5091199270405831,0,-1.4258164339319235,0.24261420514568535
2308,21.877914951989027,9.994925527783773,22.69289827255278,19.83653846153846,0.32008276380964323,0.12195121951219512,2.856359811014322,0,0.9255990271695076,0.8071893477122416
2309,11.249647390691115,7.713881794085134,12.490272373540856,7.97948717948718,0.46527081243731194,0.1182296890672016,4.5107851940536765,0,-0.6423425461448237,-1.423894389991637
2310,8.432732316227462,4.693817967008579,8.902912621359222,7.257281553398058,0.2800986842105263,0.26299342105263157,1.6456310679611645,0,-2.0162651699278924,2.9093136776803274
2311,8.319884726224783,6.564694760817909,8.830985915492958,7.030456852791878,0.35971596813301004,0.11655697956356079,1.80052906270108,0,-1.457554589988964,-0.2611049055019538
2312,11.161064425770308,6.7006182954579305,12.38910505836576,8.005,0.45840130505709625,0.16037143932739364,4.384105058365758,0,-0.8460994978428499,-0.6797391760827419
2313,9.814305364511691,5.326001920022057,10.558766859344894,7.956730769230769,0.2690960056061668,0.21793973370707778,2.602036090114125,0,-1.6519805267165084,2.285017496247097
2314,8.370535714285714,5.987410613334609,7.676409185803758,10.093264248704664,0.35075555555555554,0.11768888888888888,-2.416855062900906,0,-1.6594230397175946,0.22812738721500095
2315,15.129834254143647,9.010351782991872,17.20576923076923,9.838235294117647,0.42879313492788024,0.08782180025561438,7.367533936651585,0,0.1675074109077761,-1.5982346968300962
2317,12.08286252354049,7.494948493657181,11.790450928381963,12.7987012987013,0.35894638403990026,0.13653366583541146,-1.0082503703193364,0,-0.9100170544200528,0.5068385794875033
2318,5.220913107511046,3.6443804548260603,5.4621676891615545,4.6,0.38110014104372353,0.1077574047954866,0.8621676891615548,0,-2.217659423967299,-0.713625438891851
2319,15.252413793103448,9.192599133763178,18.210019267822737,7.800970873786408,0.29797431723638995,0.11710978477120637,10.40904839403633,0,0.04126063679302267,-0.04412247493249529
2320,16.292284866468844,8.002174656259404,16.352697095435683,16.140625,0.3068937255259084,0.1664693561606411,0.2120720954356834,0,-0.31235652161807276,1.6157629138814091
2321,11.871724137931034,6.403455380321853,11.385658914728682,13.07177033492823,0.3766701522016963,0.09840827233647031,-1.6861114201995484,0,-0.9864537681042889,-0.24768728229522313
2323,13.063829787234043,8.457289726410048,16.048732943469787,5.088541666666667,0.28729641693811075,0.03952225841476656,10.960191276803119,0,-0.25258467127483286,-1.3423113724629312
2324,20.70958904109589,9.37896201614503,20.908045977011493,20.21153846153846,0.34144728138642677,0.13103585130308243,0.6965075154730336,0,0.634741240327782,0.8668838974869046
2325,24.218106995884774,11.16253059430324,24.321153846153845,23.961722488038276,0.297762673463608,0.18136505239308978,0.35943135811556814,1,1.1913366738573632,2.338336414701297
2326,17.17445054945055,9.466864298312734,17.828846153846154,15.538461538461538,0.3300007998080461,0.1456450451891546,2.2903846153846157,0,0.11392939340396097,0.9113322457870587
