feature,q1,q3,iqr,lower_bound,upper_bound,outlier_count
avg_rental,8.656447572173947,19.0097838756678,10.353336303493853,-6.873556883066831,34.53978833090858,12
rental_std,5.547695368013048,11.063102344834265,5.515406976821217,-2.725415097218778,19.33621281006609,6
weekday_avg,9.433483057768463,20.98407966939909,11.550596611630628,-7.89241185967748,38.30997458684503,11
weekend_avg,6.867890442890443,15.705528846153847,8.837638403263405,-6.388567162004665,28.961986451048954,13
peak_ratio,0.33887694630801574,0.40311134584048336,0.06423439953246762,0.2425253470093143,0.49946294513918477,6
night_ratio,0.10944327075963015,0.15677360636077814,0.047330335601147994,0.038447767357908155,0.22776910976250014,6
weekday_weekend_gap,0.9139764968691281,6.099563171088494,5.185586674219366,-6.864403514459922,13.877943182417544,11
