target,weight_type,key,value
rental_count,month_weight,1,0.40524580024033047
rental_count,month_weight,2,0.5131035423930546
rental_count,month_weight,3,0.8950405391729417
rental_count,month_weight,4,1.2393262728129761
rental_count,month_weight,5,1.330112477971723
rental_count,month_weight,6,1.4488743955920795
rental_count,month_weight,7,0.9993980280763699
rental_count,month_weight,8,1.0278266916570453
rental_count,month_weight,9,1.2657831117836171
rental_count,month_weight,10,1.3494259071889863
rental_count,month_weight,11,0.9715440628269121
rental_count,month_weight,12,0.5543191702839653
rental_count,year_weight,2023,1.0351471750285925
rental_count,year_weight,2024,1.0852664613273126
rental_count,year_weight,2025,0.8795863636440953
rental_count,hour_weight,0,0.740764605369257
rental_count,hour_weight,1,0.6937933528593412
rental_count,hour_weight,2,0.6495732612044606
rental_count,hour_weight,3,0.42917491193204643
rental_count,hour_weight,4,0.16375046398637866
rental_count,hour_weight,5,0.39176309626554534
rental_count,hour_weight,6,1.473834076699273
rental_count,hour_weight,7,2.411230556675949
rental_count,hour_weight,8,2.9112473519296738
rental_count,hour_weight,9,1.2266868728162879
rental_count,hour_weight,10,0.8303674902762035
rental_count,hour_weight,11,0.7267415643362884
rental_count,hour_weight,12,0.7792272790940944
rental_count,hour_weight,13,0.6950267681002611
rental_count,hour_weight,14,0.6634196520690476
rental_count,hour_weight,15,0.7050514800681047
rental_count,hour_weight,16,0.9160582684309646
rental_count,hour_weight,17,1.1445282686170577
rental_count,hour_weight,18,1.5360959387112834
rental_count,hour_weight,19,1.5266543536648034
rental_count,hour_weight,20,1.1130565101639438
rental_count,hour_weight,21,0.9937867666054321
rental_count,hour_weight,22,0.7907712261521176
rental_count,hour_weight,23,0.48739588397218614
return_count,month_weight,1,0.38606824274995966
return_count,month_weight,2,0.43039658417459065
return_count,month_weight,3,0.8357411463728482
return_count,month_weight,4,1.2402717713144324
return_count,month_weight,5,1.2869717675829309
return_count,month_weight,6,1.3831923247105375
return_count,month_weight,7,1.072921910648677
return_count,month_weight,8,1.2093121391859705
return_count,month_weight,9,1.2786230395392015
return_count,month_weight,10,1.275845610931854
return_count,month_weight,11,1.0045248744608568
return_count,month_weight,12,0.5961305883281409
return_count,year_weight,2023,0.9963444579196181
return_count,year_weight,2024,1.1808939210571887
return_count,year_weight,2025,0.8227616210231932
return_count,hour_weight,0,0.2696895058613201
return_count,hour_weight,1,0.2357792489621106
return_count,hour_weight,2,0.23141522365969688
return_count,hour_weight,3,0.25127437940747455
return_count,hour_weight,4,0.31273511274183335
return_count,hour_weight,5,1.5537754305476592
return_count,hour_weight,6,4.088589475390704
return_count,hour_weight,7,5.003568605331221
return_count,hour_weight,8,3.9092565978753306
return_count,hour_weight,9,0.959165243038123
return_count,hour_weight,10,0.7023661286474363
return_count,hour_weight,11,0.5451259953798335
return_count,hour_weight,12,0.461094598900628
return_count,hour_weight,13,0.35244422482130794
return_count,hour_weight,14,0.3290230035610268
return_count,hour_weight,15,0.35745771188015324
return_count,hour_weight,16,0.4349749256739712
return_count,hour_weight,17,0.5141901693677107
return_count,hour_weight,18,0.8098757320550347
return_count,hour_weight,19,0.6875963699448021
return_count,hour_weight,20,0.5689405675963444
return_count,hour_weight,21,0.6163259536737166
return_count,hour_weight,22,0.4705480439511307
return_count,hour_weight,23,0.334787751731431
