station_id,time,rental_count,return_count,bike_change,bike_count_index,year,month,day,weekday,hour
4906,2023-01-01 00:00:00,0,0,0,0,2023,1,1,6,0
4906,2023-01-01 01:00:00,0,0,0,0,2023,1,1,6,1
4906,2023-01-01 02:00:00,1,0,-1,-1,2023,1,1,6,2
4906,2023-01-01 03:00:00,3,2,-1,-2,2023,1,1,6,3
4906,2023-01-01 04:00:00,0,0,0,-2,2023,1,1,6,4
4906,2023-01-01 05:00:00,0,0,0,-2,2023,1,1,6,5
4906,2023-01-01 06:00:00,0,0,0,-2,2023,1,1,6,6
4906,2023-01-01 07:00:00,0,0,0,-2,2023,1,1,6,7
4906,2023-01-01 08:00:00,0,0,0,-2,2023,1,1,6,8
4906,2023-01-01 09:00:00,1,1,0,-2,2023,1,1,6,9
4906,2023-01-01 10:00:00,0,0,0,-2,2023,1,1,6,10
4906,2023-01-01 11:00:00,0,0,0,-2,2023,1,1,6,11
4906,2023-01-01 12:00:00,0,0,0,-2,2023,1,1,6,12
4906,2023-01-01 13:00:00,0,0,0,-2,2023,1,1,6,13
4906,2023-01-01 14:00:00,0,0,0,-2,2023,1,1,6,14
4906,2023-01-01 15:00:00,0,0,0,-2,2023,1,1,6,15
4906,2023-01-01 16:00:00,1,0,-1,-3,2023,1,1,6,16
4906,2023-01-01 17:00:00,0,1,1,-2,2023,1,1,6,17
4906,2023-01-01 18:00:00,0,1,1,-1,2023,1,1,6,18
4906,2023-01-01 19:00:00,0,1,1,0,2023,1,1,6,19
4906,2023-01-01 20:00:00,0,0,0,0,2023,1,1,6,20
4906,2023-01-01 21:00:00,0,0,0,0,2023,1,1,6,21
4906,2023-01-01 22:00:00,0,0,0,0,2023,1,1,6,22
4906,2023-01-01 23:00:00,0,0,0,0,2023,1,1,6,23
4906,2023-01-02 00:00:00,1,2,1,1,2023,1,2,0,0
4906,2023-01-02 01:00:00,0,0,0,1,2023,1,2,0,1
4906,2023-01-02 02:00:00,0,0,0,1,2023,1,2,0,2
4906,2023-01-02 03:00:00,0,0,0,1,2023,1,2,0,3
4906,2023-01-02 04:00:00,0,0,0,1,2023,1,2,0,4
4906,2023-01-02 05:00:00,0,0,0,1,2023,1,2,0,5
4906,2023-01-02 06:00:00,1,0,-1,0,2023,1,2,0,6
4906,2023-01-02 07:00:00,0,1,1,1,2023,1,2,0,7
4906,2023-01-02 08:00:00,0,3,3,4,2023,1,2,0,8
4906,2023-01-02 09:00:00,1,1,0,4,2023,1,2,0,9
4906,2023-01-02 10:00:00,0,0,0,4,2023,1,2,0,10
4906,2023-01-02 11:00:00,0,0,0,4,2023,1,2,0,11
4906,2023-01-02 12:00:00,1,0,-1,3,2023,1,2,0,12
4906,2023-01-02 13:00:00,0,2,2,5,2023,1,2,0,13
