target,weight_type,key,value
rental_count,month_weight,1,0.5521654597136857
rental_count,month_weight,2,0.6181676544146185
rental_count,month_weight,3,0.8854581656395076
rental_count,month_weight,4,1.1539059102038105
rental_count,month_weight,5,1.1860229541660143
rental_count,month_weight,6,1.341961751922594
rental_count,month_weight,7,1.0974493682312745
rental_count,month_weight,8,1.111121245656209
rental_count,month_weight,9,1.2438363033582676
rental_count,month_weight,10,1.2118191926287434
rental_count,month_weight,11,1.0063842125645768
rental_count,month_weight,12,0.5917077815006974
rental_count,year_weight,2023,1.0485754150707922
rental_count,year_weight,2024,1.084471187512621
rental_count,year_weight,2025,0.866953397416587
rental_count,hour_weight,0,0.6015511307247672
rental_count,hour_weight,1,0.8429477525935222
rental_count,hour_weight,2,0.6629722968564755
rental_count,hour_weight,3,0.4683191963564318
rental_count,hour_weight,4,0.5109875068283375
rental_count,hour_weight,5,0.5151512322986107
rental_count,hour_weight,6,1.0832302547117807
rental_count,hour_weight,7,1.2045089900461055
rental_count,hour_weight,8,1.8584335527560427
rental_count,hour_weight,9,1.4673852410331198
rental_count,hour_weight,10,0.9009258280154615
rental_count,hour_weight,11,1.215478913458868
rental_count,hour_weight,12,1.2339233487118932
rental_count,hour_weight,13,0.8748318385305751
rental_count,hour_weight,14,0.6922127320029102
rental_count,hour_weight,15,0.8210420078040678
rental_count,hour_weight,16,0.9298766994300095
rental_count,hour_weight,17,1.1700526014784507
rental_count,hour_weight,18,1.4377440252602949
rental_count,hour_weight,19,0.993786208225384
rental_count,hour_weight,20,0.9936736882821492
rental_count,hour_weight,21,1.4354878812290053
rental_count,hour_weight,22,1.369639680137005
rental_count,hour_weight,23,0.7158373932287359
return_count,month_weight,1,0.5392781940843763
return_count,month_weight,2,0.6122655467232065
return_count,month_weight,3,0.8638062474248474
return_count,month_weight,4,1.1533264951639162
return_count,month_weight,5,1.186943725080808
return_count,month_weight,6,1.3743636535991086
return_count,month_weight,7,1.089664358029595
return_count,month_weight,8,1.1117829767032161
return_count,month_weight,9,1.2079998808356553
return_count,month_weight,10,1.2425213353860665
return_count,month_weight,11,0.9876563554216479
return_count,month_weight,12,0.6303912315475574
return_count,year_weight,2023,1.0008360745559899
return_count,year_weight,2024,1.093948023768939
return_count,year_weight,2025,0.9052159016750715
return_count,hour_weight,0,0.8576650645589401
return_count,hour_weight,1,0.7933959851780663
return_count,hour_weight,2,0.49340426487879463
return_count,hour_weight,3,0.47936225253141157
return_count,hour_weight,4,0.7180310966269398
return_count,hour_weight,5,0.345605682609464
return_count,hour_weight,6,0.5918022140994998
return_count,hour_weight,7,1.2466892156599847
return_count,hour_weight,8,2.540847481811992
return_count,hour_weight,9,1.9913078016166443
return_count,hour_weight,10,0.9537215648661955
return_count,hour_weight,11,0.8569529944176213
return_count,hour_weight,12,0.9374353913665222
return_count,hour_weight,13,0.9645064391723093
return_count,hour_weight,14,0.6944149469367101
return_count,hour_weight,15,0.7153669898053523
return_count,hour_weight,16,0.8164216673416671
return_count,hour_weight,17,0.99645283924924
return_count,hour_weight,18,1.2346610001289102
return_count,hour_weight,19,1.1435466600533912
return_count,hour_weight,20,1.1699601648621458
return_count,hour_weight,21,1.3504236051098084
return_count,hour_weight,22,1.2577377865038202
return_count,hour_weight,23,0.8502868906145687
