target,time,split,day_type,month,hour,actual_value,pattern_prior,prediction,abs_error
rental_count,2025-07-09 22:00:00,test,weekday,7,22,13,1.788504340972734,2.5300077471356266,10.469992252864373
rental_count,2025-11-15 17:00:00,test,offday,11,17,10,2.615569135524777,2.721870576030989,7.278129423969011
rental_count,2025-04-16 22:00:00,test,weekday,4,22,10,1.937152612959035,2.7288986687363526,7.271101331263647
rental_count,2025-10-17 17:00:00,test,weekday,10,17,10,2.6871025654520877,2.7843859043927353,7.215614095607265
rental_count,2025-05-08 18:00:00,test,weekday,5,18,10,2.644506699746141,2.8731783442020484,7.126821655797952
rental_count,2025-05-21 21:00:00,test,weekday,5,21,10,2.232443709560835,3.0373177375290625,6.9626822624709375
rental_count,2025-04-23 20:00:00,test,weekday,4,20,9,2.370827810025063,2.1494567491445675,6.8505432508554325
rental_count,2025-11-21 22:00:00,test,weekday,11,22,9,1.6538478773199423,2.3498378211921453,6.650162178807855
rental_count,2025-05-26 19:00:00,test,weekday,5,19,9,2.5726715965425706,2.433105790341709,6.566894209658291
rental_count,2025-10-18 15:00:00,test,offday,10,15,9,3.1447780809248105,2.461886246549448,6.538113753450552
rental_count,2025-04-27 19:00:00,test,offday,4,19,9,2.7198165191552186,2.5692476839174887,6.430752316082511
rental_count,2025-08-12 18:00:00,test,weekday,8,18,9,2.402610430886451,2.6174077676532006,6.382592232346799
rental_count,2025-09-30 13:00:00,test,weekday,9,13,8,1.9614398083571438,1.7053494681109258,6.294650531889074
rental_count,2025-06-26 22:00:00,test,weekday,6,22,9,2.182628888653546,3.05734515554445,5.94265484445555
rental_count,2025-03-31 22:00:00,test,weekday,3,22,8,1.4663548993220534,2.098972804805669,5.901027195194331
rental_count,2025-06-04 18:00:00,test,weekday,6,18,9,2.904523731645482,3.1481090261630422,5.851890973836958
rental_count,2025-06-10 18:00:00,test,weekday,6,18,9,2.904523731645482,3.1481090261630422,5.851890973836958
rental_count,2025-04-06 14:00:00,test,offday,4,14,8,2.8432217057221316,2.243738447508256,5.756261552491744
