target,weight_type,key,value
rental_count,month_weight,1,0.4543892978021399
rental_count,month_weight,2,0.5515053826714305
rental_count,month_weight,3,0.9027914394155376
rental_count,month_weight,4,1.2072925182025829
rental_count,month_weight,5,1.2845890779090183
rental_count,month_weight,6,1.4063535311484152
rental_count,month_weight,7,1.061685170955043
rental_count,month_weight,8,1.1204540530376397
rental_count,month_weight,9,1.230715421891251
rental_count,month_weight,10,1.2529061002251045
rental_count,month_weight,11,0.9590003440259072
rental_count,month_weight,12,0.5683176627159283
rental_count,year_weight,2023,1.0387838116895485
rental_count,year_weight,2024,1.06434116273221
rental_count,year_weight,2025,0.896875025578242
rental_count,hour_weight,0,0.7528623733182312
rental_count,hour_weight,1,0.7078890421596479
rental_count,hour_weight,2,0.46095132743171385
rental_count,hour_weight,3,0.2612656025789618
rental_count,hour_weight,4,0.15777668145278984
rental_count,hour_weight,5,0.6650877374219158
rental_count,hour_weight,6,1.1407973981883022
rental_count,hour_weight,7,2.0584807739656594
rental_count,hour_weight,8,2.912690547917198
rental_count,hour_weight,9,1.5209835397242277
rental_count,hour_weight,10,0.8624906768043187
rental_count,hour_weight,11,0.767318645966225
rental_count,hour_weight,12,0.760239560471285
rental_count,hour_weight,13,0.7416611388583978
rental_count,hour_weight,14,0.7583489836478355
rental_count,hour_weight,15,0.7851996693044251
rental_count,hour_weight,16,0.8341728696668135
rental_count,hour_weight,17,1.184107983901763
rental_count,hour_weight,18,1.2568085236841262
rental_count,hour_weight,19,1.2717253263886732
rental_count,hour_weight,20,1.0868810069267782
rental_count,hour_weight,21,1.077651952211636
rental_count,hour_weight,22,1.0258585193972038
rental_count,hour_weight,23,0.9487501186118721
return_count,month_weight,1,0.4574420669652898
return_count,month_weight,2,0.5470336643180997
return_count,month_weight,3,0.8759714483363183
return_count,month_weight,4,1.2455457169287076
return_count,month_weight,5,1.3151436399289629
return_count,month_weight,6,1.3779377636688068
return_count,month_weight,7,1.109937999745785
return_count,month_weight,8,1.126293550683028
return_count,month_weight,9,1.1934172140880934
return_count,month_weight,10,1.2229788000004307
return_count,month_weight,11,0.9722845396303361
return_count,month_weight,12,0.5560135957061432
return_count,year_weight,2023,1.0888835469384817
return_count,year_weight,2024,1.0323776891796743
return_count,year_weight,2025,0.8787387638818439
return_count,hour_weight,0,0.7038910046451327
return_count,hour_weight,1,0.6115931237144662
return_count,hour_weight,2,0.5473911885365724
return_count,hour_weight,3,0.3165347344784902
return_count,hour_weight,4,0.2624568656767414
return_count,hour_weight,5,0.9394099643699151
return_count,hour_weight,6,0.8883188313100696
return_count,hour_weight,7,1.364776983564926
return_count,hour_weight,8,2.811027686461343
return_count,hour_weight,9,1.192385650062424
return_count,hour_weight,10,0.9972734377886489
return_count,hour_weight,11,0.9810486477420777
return_count,hour_weight,12,0.8528647334570385
return_count,hour_weight,13,0.7547416213006738
return_count,hour_weight,14,0.6705886555925458
return_count,hour_weight,15,0.9158150809910692
return_count,hour_weight,16,0.8927865258481599
return_count,hour_weight,17,1.4244584009117618
return_count,hour_weight,18,1.6137891208090334
return_count,hour_weight,19,1.070553570469809
return_count,hour_weight,20,0.9572615005010925
return_count,hour_weight,21,1.1413104564094902
return_count,hour_weight,22,1.2755687401733031
return_count,hour_weight,23,0.8141534751852165
