target,alpha,rmse,mae,r2
rental_count,0.001,1.656896017232866,1.1652984501097488,0.3755403669100642
rental_count,0.01,1.6568956430992055,1.1652977848726829,0.3755406489209321
rental_count,0.1,1.6568919052630133,1.1652911361607752,0.37554346638760827
rental_count,1.0,1.6568548739063487,1.1652250121489491,0.3755713791490015
rental_count,10.0,1.6565165214715132,1.1646056371221387,0.37582638684430614
rental_count,100.0,1.6549175723321132,1.160839897536227,0.3770307698726607
rental_count,1000.0,1.6572426055035712,1.1611801618415942,0.3752790915874371
return_count,0.001,1.7203008723322997,1.1494781942407664,0.5577056246668506
return_count,0.01,1.7203009945846839,1.1494779303278957,0.5577055618039588
return_count,0.1,1.7203022179186174,1.1494752930806234,0.5577049327582406
return_count,1.0,1.7203145313644574,1.1494491073774913,0.5576986010848984
return_count,10.0,1.7204424767954378,1.1492581490904563,0.5576328078285095
return_count,100.0,1.7219813714252694,1.1483837216229584,0.5568410801586445
return_count,1000.0,1.738628442030948,1.1513394511747717,0.548231280343467
