target,alpha,rmse,mae,r2
rental_count,0.001,1.8681506497146774,1.2470450297325786,0.45171039934062107
rental_count,0.01,1.8681508660242505,1.2470449884958807,0.45171027236981565
rental_count,0.1,1.8681530283445245,1.24704457685718,0.45170900311613627
rental_count,1.0,1.868174574520467,1.2470405327173975,0.4516963557128104
rental_count,10.0,1.868382819985434,1.2470067792319712,0.4515741100588697
rental_count,100.0,1.870033258170901,1.2470731777450799,0.4506047767931628
rental_count,1000.0,1.8805539165609013,1.252579082749473,0.44440568022866267
return_count,0.001,2.0870989057265694,1.4491422010033936,0.5775437306498878
return_count,0.01,2.087099214977612,1.4491410159895903,0.5775436054569216
return_count,0.1,2.0871023120510137,1.4491291738970713,0.5775423516790232
return_count,1.0,2.087133733092221,1.4490127998284241,0.5775296314984946
return_count,10.0,2.0874876048872304,1.4479505134927855,0.577386360351946
return_count,100.0,2.0925174973896135,1.4427752564787368,0.5753472946757
return_count,1000.0,2.125871524411696,1.4500717155301657,0.5617017585625173
