target,feature,alpha,coefficient,importance_abs,importance_ratio
rental_count,base_value,1000.0,0.05023595400390681,0.05023595400390681,0.04479688665660446
rental_count,month_weight,1000.0,0.021074805963644923,0.021074805963644923,0.018793028076861295
rental_count,year_weight,1000.0,-3.605893616806326e-30,3.605893616806326e-30,3.215482035740462e-30
rental_count,hour_weight,1000.0,0.08980410695054702,0.08980410695054702,0.08008097945245309
rental_count,pattern_prior,1000.0,0.1784641351350952,0.1784641351350952,0.15914175001621478
rental_count,corrected_pattern_prior,1000.0,0.7519313622344204,0.7519313622344204,0.6705194451954057
rental_count,day_type_weekday,1000.0,0.014952913365107625,0.014952913365107625,0.013333955301230249
rental_count,day_type_offday,1000.0,-0.014952913365107717,0.014952913365107717,0.01333395530123033
return_count,base_value,100.0,-0.037477010807925634,0.037477010807925634,0.02813042261743457
return_count,month_weight,100.0,0.07452553019565787,0.07452553019565787,0.05593921753623113
return_count,year_weight,100.0,0.0,0.0,0.0
return_count,hour_weight,100.0,0.34456652935323867,0.34456652935323867,0.2586332762825216
return_count,pattern_prior,100.0,0.14264294666826663,0.14264294666826663,0.107068474423951
return_count,corrected_pattern_prior,100.0,0.7043525219976285,0.7043525219976285,0.5286903541212782
return_count,day_type_weekday,100.0,0.014347267851124492,0.014347267851124492,0.010769127509291968
return_count,day_type_offday,100.0,-0.014347267851124048,0.014347267851124048,0.010769127509291635
