target,feature,alpha,coefficient
rental_count,intercept,1.0,0.28900789525657145
rental_count,base_value,1.0,-0.4732861185419022
rental_count,month_weight,1.0,-0.37132435593791113
rental_count,year_weight,1.0,0.0
rental_count,hour_weight,1.0,0.09927224190394124
rental_count,pattern_prior,1.0,0.6858604507247789
rental_count,corrected_pattern_prior,1.0,0.7802272316611216
rental_count,day_type_weekday,1.0,0.01708441674920147
rental_count,day_type_offday,1.0,-0.01708441674929407
return_count,intercept,1000.0,-0.3168712657160784
return_count,base_value,1000.0,0.16434149007856247
return_count,month_weight,1000.0,0.08050790824296251
return_count,year_weight,1000.0,0.0
return_count,hour_weight,1000.0,0.11692364707124693
return_count,pattern_prior,1000.0,0.3517917188358161
return_count,corrected_pattern_prior,1000.0,0.7277978132838075
return_count,day_type_weekday,1000.0,0.0073688935882008965
return_count,day_type_offday,1000.0,-0.0073688935882009685
