target,feature,alpha,coefficient,importance_abs,importance_ratio
rental_count,base_value,0.001,0.02078204242918359,0.02078204242918359,0.0087403773759729
rental_count,month_weight,0.001,-0.2186161934735902,0.2186161934735902,0.09194418873741787
rental_count,year_weight,0.001,0.0,0.0,0.0
rental_count,hour_weight,0.001,-0.6860575247161916,0.6860575247161916,0.288537649178543
rental_count,pattern_prior,0.001,-0.17670258529216173,0.17670258529216173,0.0743164337204274
rental_count,corrected_pattern_prior,0.001,1.2706214908238942,1.2706214908238942,0.534389792036355
rental_count,day_type_weekday,0.001,0.0024627783898461264,0.0024627783898461264,0.0010357794520916908
rental_count,day_type_offday,0.001,-0.0024627785018372602,0.0024627785018372602,0.0010357794991921996
return_count,base_value,100.0,0.016266345383623114,0.016266345383623114,0.011059842405942861
return_count,month_weight,100.0,0.2411890792267183,0.2411890792267183,0.163989706561107
return_count,year_weight,100.0,-9.128953605084422e-29,9.128953605084422e-29,6.206974327807435e-29
return_count,hour_weight,100.0,0.3961403329503293,0.3961403329503293,0.26934443784031536
return_count,pattern_prior,100.0,0.12698249109930956,0.12698249109930956,0.08633816058561969
return_count,corrected_pattern_prior,100.0,0.6507729816677027,0.6507729816677027,0.4424747200152711
return_count,day_type_weekday,100.0,0.019703099404577915,0.019703099404577915,0.013396566295871992
return_count,day_type_offday,100.0,-0.019703099404577783,0.019703099404577783,0.013396566295871902
