target,time,split,day_type,month,hour,actual_value,pattern_prior,prediction,abs_error
rental_count,2025-08-08 22:00:00,test,weekday,8,22,12,1.4516283229872535,1.4489326910960065,10.551067308903994
rental_count,2025-07-12 21:00:00,test,offday,7,21,12,1.6762913819717724,1.952151159455728,10.047848840544273
rental_count,2025-04-06 13:00:00,test,offday,4,13,12,2.578422315041452,2.058045992761966,9.941954007238035
rental_count,2025-11-09 22:00:00,test,offday,11,22,11,1.1900337041286004,1.1352383932412589,9.86476160675874
rental_count,2025-06-03 18:00:00,test,offday,6,18,13,3.348476755275968,3.9672979471738126,9.032702052826188
rental_count,2025-03-23 14:00:00,test,offday,3,14,10,1.975927489531923,1.4128960757167845,8.587103924283216
rental_count,2025-08-15 22:00:00,test,offday,8,22,9,1.436496913299009,1.390374431878633,7.609625568121367
rental_count,2025-10-23 17:00:00,test,weekday,10,17,10,2.35631503807647,2.517409907085213,7.482590092914787
rental_count,2025-09-27 10:00:00,test,offday,9,10,9,1.6737413783499278,1.6028710493115528,7.3971289506884474
rental_count,2025-08-29 21:00:00,test,weekday,8,21,9,1.6382977821022067,1.949096935456209,7.050903064543791
rental_count,2025-05-18 16:00:00,test,offday,5,16,10,3.2896145801526724,3.0307986353808403,6.96920136461916
rental_count,2025-06-22 19:00:00,test,offday,6,19,10,3.0936843219172285,3.23234038534851,6.76765961465149
rental_count,2025-10-12 15:00:00,test,offday,10,15,9,2.89882430745851,2.310649789949071,6.689350210050929
rental_count,2025-09-15 19:00:00,test,weekday,9,19,9,2.231941664082617,2.3475776597794145,6.6524223402205855
rental_count,2025-08-10 10:00:00,test,offday,8,10,8,1.4559111910081695,1.3821267185694694,6.617873281430531
rental_count,2025-08-22 22:00:00,test,weekday,8,22,8,1.4516283229872535,1.4489326910960065,6.551067308903994
rental_count,2025-11-07 16:00:00,test,weekday,11,16,8,1.7274955272033605,1.5958693176214795,6.40413068237852
rental_count,2025-04-06 16:00:00,test,offday,4,16,9,2.9554399969989835,2.713475422309876,6.286524577690124
rental_count,2025-05-19 14:00:00,test,weekday,5,14,8,2.446622225601174,1.8121946231257329,6.187805376874267
rental_count,2025-08-20 21:00:00,test,weekday,8,21,8,1.6382977821022067,1.949096935456209,6.050903064543791
rental_count,2025-11-02 16:00:00,test,offday,11,16,8,2.1569188833699835,1.9552212095254629,6.044778790474537
rental_count,2025-07-24 19:00:00,test,weekday,7,19,8,1.8742659933317518,1.9608470931225024,6.039152906877497
rental_count,2025-06-05 22:00:00,test,weekday,6,22,8,1.9890831511132323,2.0052795840662156,5.994720415933784
rental_count,2025-06-23 22:00:00,test,weekday,6,22,8,1.9890831511132323,2.0052795840662156,5.994720415933784
rental_count,2025-05-05 16:00:00,test,offday,5,16,9,3.2896145801526724,3.0307986353808403,5.96920136461916
rental_count,2025-05-30 18:00:00,test,weekday,5,18,9,2.574073304618944,3.0658035825935297,5.93419641740647
rental_count,2025-08-16 20:00:00,test,offday,8,20,8,2.0165103405587312,2.0874527070887456,5.912547292911254
rental_count,2025-11-09 10:00:00,test,offday,11,10,7,1.2061170278039397,1.1289907962591004,5.8710092037409
rental_count,2025-07-14 08:00:00,test,weekday,7,8,8,0.8651204872571511,2.149112678826043,5.850887321173957
rental_count,2025-03-22 18:00:00,test,offday,3,18,8,1.9681095783188731,2.2753863565206887,5.724613643479311
rental_count,2025-05-06 13:00:00,test,offday,5,13,8,2.869967128401925,2.298617474786874,5.701382525213126
rental_count,2025-09-07 18:00:00,test,offday,9,18,9,2.8093332003648728,3.306471433180019,5.693528566819981
rental_count,2025-10-19 15:00:00,test,offday,10,15,8,2.89882430745851,2.310649789949071,5.689350210050929
rental_count,2025-09-25 19:00:00,test,weekday,9,19,8,2.231941664082617,2.3475776597794145,5.6524223402205855
rental_count,2025-09-29 11:00:00,test,weekday,9,11,7,1.6593868583520117,1.3594673164472937,5.640532683552706
rental_count,2025-07-11 22:00:00,test,weekday,7,22,7,1.4013844298351663,1.3969226757736792,5.603077324226321
rental_count,2025-09-28 20:00:00,test,offday,9,20,8,2.3182161231458753,2.4163627920451107,5.583637207954889
rental_count,2025-04-27 12:00:00,test,offday,4,12,8,2.3080722494051393,2.4179822042459467,5.582017795754053
rental_count,2025-11-23 13:00:00,test,offday,11,13,7,1.8817664328366226,1.4831925556124366,5.516807444387563
rental_count,2025-04-13 10:00:00,test,offday,4,10,7,1.6526381833441668,1.5814855346824086,5.418514465317592
