target,time,split,day_type,month,hour,actual_value,pattern_prior,prediction,abs_error
rental_count,2025-06-06 20:00:00,test,offday,6,20,14,2.5091533889591906,2.5430318201886415,11.456968179811359
rental_count,2025-10-24 18:00:00,test,weekday,10,18,19,3.721525147391429,8.601192625422035,10.398807374577965
rental_count,2025-09-02 18:00:00,test,weekday,9,18,18,3.677307804946698,8.49398738895907,9.50601261104093
rental_count,2025-09-09 18:00:00,test,weekday,9,18,18,3.677307804946698,8.49398738895907,9.50601261104093
rental_count,2025-09-26 18:00:00,test,weekday,9,18,18,3.677307804946698,8.49398738895907,9.50601261104093
rental_count,2025-10-23 18:00:00,test,weekday,10,18,18,3.721525147391429,8.601192625422035,9.398807374577965
rental_count,2025-10-28 18:00:00,test,weekday,10,18,18,3.721525147391429,8.601192625422035,9.398807374577965
rental_count,2025-08-22 18:00:00,test,weekday,8,18,17,3.3167689361560897,7.619858539377031,9.38014146062297
rental_count,2025-12-03 09:00:00,test,weekday,12,9,11,1.2831290622146694,2.1863155996688968,8.813684400331104
rental_count,2025-11-06 18:00:00,test,weekday,11,18,16,3.1480456288754,7.210787775423972,8.789212224576028
rental_count,2025-07-03 18:00:00,test,weekday,7,18,16,3.2138981473086816,7.370447637821764,8.629552362178236
rental_count,2025-07-07 18:00:00,test,weekday,7,18,16,3.2138981473086816,7.370447637821764,8.629552362178236
rental_count,2025-10-10 18:00:00,test,weekday,10,18,0,3.721525147391429,8.601192625422035,8.601192625422035
rental_count,2025-10-13 18:00:00,test,weekday,10,18,0,3.721525147391429,8.601192625422035,8.601192625422035
rental_count,2025-09-15 18:00:00,test,weekday,9,18,17,3.677307804946698,8.49398738895907,8.50601261104093
rental_count,2025-09-24 18:00:00,test,weekday,9,18,0,3.677307804946698,8.49398738895907,8.49398738895907
rental_count,2025-08-27 18:00:00,test,weekday,8,18,16,3.3167689361560897,7.619858539377031,8.38014146062297
rental_count,2025-12-01 08:00:00,test,weekday,12,8,12,1.1019239446977374,3.6288898734236064,8.371110126576394
rental_count,2025-10-09 21:00:00,test,offday,10,21,11,2.0641005030825315,2.735690254927613,8.264309745072387
rental_count,2025-09-04 08:00:00,test,weekday,9,8,0,2.1708488847952525,8.096199646879231,8.096199646879231
rental_count,2025-08-05 19:00:00,test,weekday,8,19,13,3.070607076983598,4.949903391681915,8.050096608318086
rental_count,2025-04-08 19:00:00,test,weekday,4,19,13,3.2036494869811016,5.174043134548359,7.825956865451641
rental_count,2025-05-08 19:00:00,test,weekday,5,19,13,3.2170210105411647,5.196570461380017,7.803429538619983
rental_count,2025-11-05 18:00:00,test,weekday,11,18,15,3.1480456288754,7.210787775423972,7.789212224576028
rental_count,2025-11-13 18:00:00,test,weekday,11,18,15,3.1480456288754,7.210787775423972,7.789212224576028
rental_count,2025-03-11 18:00:00,test,weekday,3,18,14,2.736080536485027,6.211975709787028,7.788024290212972
rental_count,2025-06-20 08:00:00,test,weekday,6,8,1,2.2995875634429437,8.634231398006799,7.634231398006799
rental_count,2025-06-25 08:00:00,test,weekday,6,8,1,2.2995875634429437,8.634231398006799,7.634231398006799
rental_count,2025-07-11 18:00:00,test,weekday,7,18,15,3.2138981473086816,7.370447637821764,7.629552362178236
rental_count,2025-07-23 18:00:00,test,weekday,7,18,15,3.2138981473086816,7.370447637821764,7.629552362178236
rental_count,2025-11-21 17:00:00,test,weekday,11,17,11,3.3202695757992013,3.3866726685900126,7.613327331409987
