target,granularity,year,key,series,value
rental_count,hour,2023,0,actual_value,0.9013698630136986
rental_count,hour,2023,0,prediction,0.7760467898905448
rental_count,hour,2023,1,actual_value,0.4931506849315068
rental_count,hour,2023,1,prediction,0.4537511684880066
rental_count,hour,2023,2,actual_value,0.2684931506849315
rental_count,hour,2023,2,prediction,0.2924192109289834
rental_count,hour,2023,3,actual_value,0.2273972602739726
rental_count,hour,2023,3,prediction,0.26426721437342293
rental_count,hour,2023,4,actual_value,0.12054794520547946
rental_count,hour,2023,4,prediction,0.21755044515132552
rental_count,hour,2023,5,actual_value,0.08493150684931507
rental_count,hour,2023,5,prediction,0.15689359347773785
rental_count,hour,2023,6,actual_value,0.410958904109589
rental_count,hour,2023,6,prediction,0.44127836940255144
rental_count,hour,2023,7,actual_value,1.7013698630136986
rental_count,hour,2023,7,prediction,1.6968379028042668
rental_count,hour,2023,8,actual_value,3.2054794520547945
rental_count,hour,2023,8,prediction,3.3375104499655412
rental_count,hour,2023,9,actual_value,3.1561643835616437
rental_count,hour,2023,9,prediction,2.7752252296808093
rental_count,hour,2023,10,actual_value,2.2
rental_count,hour,2023,10,prediction,2.2261239822863335
rental_count,hour,2023,11,actual_value,1.895890410958904
rental_count,hour,2023,11,prediction,1.6376211804532226
rental_count,hour,2023,12,actual_value,1.989041095890411
rental_count,hour,2023,12,prediction,1.7094624763558053
rental_count,hour,2023,13,actual_value,2.147945205479452
rental_count,hour,2023,13,prediction,1.9936106514514864
rental_count,hour,2023,14,actual_value,2.117808219178082
rental_count,hour,2023,14,prediction,2.2530116252147456
rental_count,hour,2023,15,actual_value,2.654794520547945
rental_count,hour,2023,15,prediction,2.66305497944834
rental_count,hour,2023,16,actual_value,2.967123287671233
rental_count,hour,2023,16,prediction,3.024397771051606
rental_count,hour,2023,17,actual_value,3.452054794520548
rental_count,hour,2023,17,prediction,3.654513956875177
rental_count,hour,2023,18,actual_value,4.616438356164384
rental_count,hour,2023,18,prediction,4.691851174684557
rental_count,hour,2023,19,actual_value,3.1041095890410957
rental_count,hour,2023,19,prediction,3.1725132103167866
rental_count,hour,2023,20,actual_value,2.2684931506849315
rental_count,hour,2023,20,prediction,2.3138676565196112
rental_count,hour,2023,21,actual_value,2.041095890410959
rental_count,hour,2023,21,prediction,2.294661916168879
rental_count,hour,2023,22,actual_value,1.8876712328767122
