target,weight_type,key,value
rental_count,month_weight,1,0.5447321009119587
rental_count,month_weight,2,0.5952806646458367
rental_count,month_weight,3,0.8828338749660828
rental_count,month_weight,4,1.1514122507725477
rental_count,month_weight,5,1.189508220698767
rental_count,month_weight,6,1.3213246616208627
rental_count,month_weight,7,1.1251563414239354
rental_count,month_weight,8,1.1493461447601916
rental_count,month_weight,9,1.212900005371312
rental_count,month_weight,10,1.2533770208777437
rental_count,month_weight,11,0.9479170579861063
rental_count,month_weight,12,0.6262116559646579
rental_count,year_weight,2023,0.9859501835867857
rental_count,year_weight,2024,1.1479277525052134
rental_count,year_weight,2025,0.8661220639080011
rental_count,hour_weight,0,1.0066188321542755
rental_count,hour_weight,1,1.3687515775566765
rental_count,hour_weight,2,1.321484357527558
rental_count,hour_weight,3,1.2367527399510612
rental_count,hour_weight,4,0.6922483928069172
rental_count,hour_weight,5,0.4050719854610187
rental_count,hour_weight,6,0.6264853848265135
rental_count,hour_weight,7,0.8844387751226729
rental_count,hour_weight,8,1.6571113678487286
rental_count,hour_weight,9,1.1841694006618093
rental_count,hour_weight,10,0.9081684087108655
rental_count,hour_weight,11,1.2097613655335901
rental_count,hour_weight,12,0.9433027812470829
rental_count,hour_weight,13,0.776937981190887
rental_count,hour_weight,14,0.828098587726228
rental_count,hour_weight,15,0.7819041431237451
rental_count,hour_weight,16,0.8357815618442423
rental_count,hour_weight,17,1.1071667952768265
rental_count,hour_weight,18,1.3616317918444558
rental_count,hour_weight,19,1.0817777724181352
rental_count,hour_weight,20,0.9419991512300947
rental_count,hour_weight,21,0.9331671469049488
rental_count,hour_weight,22,0.978965728761671
rental_count,hour_weight,23,0.928203970269998
return_count,month_weight,1,0.5698298778222807
return_count,month_weight,2,0.6504771300887217
return_count,month_weight,3,0.8781984804816957
return_count,month_weight,4,1.1388754800676761
return_count,month_weight,5,1.1993394773215122
return_count,month_weight,6,1.2959749971641492
return_count,month_weight,7,1.1261731890593865
return_count,month_weight,8,1.1507317849863687
return_count,month_weight,9,1.1805715059282942
return_count,month_weight,10,1.187320409885693
return_count,month_weight,11,0.9590008847505855
return_count,month_weight,12,0.6635067824436355
return_count,year_weight,2023,0.9585835618022706
return_count,year_weight,2024,1.1223771040004173
return_count,year_weight,2025,0.9190393341973122
return_count,hour_weight,0,0.8955948120725482
return_count,hour_weight,1,1.9413517767821695
return_count,hour_weight,2,1.0890997201278427
return_count,hour_weight,3,0.9017970340651522
return_count,hour_weight,4,0.9552325814106731
return_count,hour_weight,5,0.34718703301981235
return_count,hour_weight,6,0.5652903448324208
return_count,hour_weight,7,0.7775282778263415
return_count,hour_weight,8,1.9254273074085047
return_count,hour_weight,9,1.0954351890007175
return_count,hour_weight,10,1.0568105830973167
return_count,hour_weight,11,0.8267743619151707
return_count,hour_weight,12,1.0159448878242445
return_count,hour_weight,13,0.9535976098581747
return_count,hour_weight,14,0.7755771735660683
return_count,hour_weight,15,0.6753301329151584
return_count,hour_weight,16,0.7116281290543556
return_count,hour_weight,17,1.0370972677010464
return_count,hour_weight,18,1.4121954063894036
return_count,hour_weight,19,1.2063409995329426
return_count,hour_weight,20,0.8915283271930666
return_count,hour_weight,21,0.8794991051388651
return_count,hour_weight,22,1.1746038416198046
return_count,hour_weight,23,0.8891280976481991
