target,time,split,day_type,month,hour,actual_value,pattern_prior,prediction,abs_error
rental_count,2025-07-07 19:00:00,test,weekday,7,19,10,1.9738989755432919,2.0375190985560936,7.962480901443906
rental_count,2025-06-03 15:00:00,test,offday,6,15,9,2.7596801498767713,2.0130248090820464,6.986975190917954
rental_count,2025-05-08 19:00:00,test,weekday,5,19,9,2.1982895825979036,2.282328784175483,6.717671215824517
rental_count,2025-09-05 17:00:00,test,weekday,9,17,9,2.2815683555002164,2.433276257827413,6.566723742172587
rental_count,2025-09-27 18:00:00,test,offday,9,18,9,2.2047077714813894,2.520877703424763,6.4791222965752375
rental_count,2025-11-11 15:00:00,test,weekday,11,15,8,2.2949966089612492,1.6546262710900923,6.345373728909908
rental_count,2025-03-10 19:00:00,test,weekday,3,19,8,1.8372714794989538,1.8884587845232597,6.11154121547674
rental_count,2025-09-28 19:00:00,test,offday,9,19,8,2.013849812689202,2.0816786409447383,5.918321359055262
rental_count,2025-09-24 08:00:00,test,weekday,9,8,7,0.6814363257543413,1.085100316578596,5.914899683421404
rental_count,2025-03-14 17:00:00,test,weekday,3,17,8,2.008174868698753,2.124660442874684,5.875339557125316
rental_count,2025-09-29 17:00:00,test,weekday,9,17,8,2.2815683555002164,2.433276257827413,5.566723742172587
rental_count,2025-09-20 17:00:00,test,offday,9,17,8,2.3296037706796553,2.483197523959793,5.516802476040207
rental_count,2025-09-18 18:00:00,test,weekday,9,18,8,2.215928311093254,2.5360217803776126,5.463978219622387
rental_count,2025-05-17 14:00:00,test,offday,5,14,7,2.3684930941113604,1.7570435835801315,5.242956416419869
rental_count,2025-10-02 17:00:00,test,weekday,10,17,8,2.5733742014970464,2.762676566605361,5.237323433394639
rental_count,2025-10-08 20:00:00,test,offday,10,20,7,1.9964189893214566,1.8244389403857628,5.175561059614237
rental_count,2025-11-09 13:00:00,test,offday,11,13,7,2.1555193664205445,1.8338526351329698,5.16614736486703
rental_count,2025-08-24 19:00:00,test,offday,8,19,7,1.8605669906397073,1.9150266841015284,5.084973315898472
rental_count,2025-10-31 20:00:00,test,weekday,10,20,7,2.1483471568851513,1.970977411666825,5.029022588333175
rental_count,2025-06-26 18:00:00,test,weekday,6,18,8,2.59942665197169,2.9974945598843408,5.002505440115659
rental_count,2025-07-21 19:00:00,test,weekday,7,19,7,1.9738989755432919,2.0375190985560936,4.962480901443906
