target,alpha,split,rmse,mae,r2
rental_count,0.001,train,1.7553078589883062,1.2306590328447948,0.4327032810399457
rental_count,0.001,valid,1.7618280541402698,1.228576851138369,0.48781845628474374
rental_count,0.001,test,1.4937115117516477,1.059770026187671,0.4551498379407888
return_count,100.0,train,1.770680368789764,1.2319072757861005,0.45323618440896596
return_count,100.0,valid,1.8966979100813153,1.3663467797113473,0.4490334591888494
return_count,100.0,test,1.5596715196152755,1.0711150445512247,0.41590239761440984
bike_change_from_predictions,,test,1.7752349597873633,1.2388664340430846,0.41956820396777883
bike_change_from_predictions,,train,1.9009590417883533,1.3415512861736152,0.37877305555256413
bike_change_from_predictions,,valid,2.053410741356457,1.4529247317339806,0.44553717549760874
