target,feature,alpha,coefficient,importance_abs,importance_ratio
rental_count,base_value,0.001,-0.103591076618988,0.103591076618988,0.04816594633760711
rental_count,month_weight,0.001,-0.2452674078718719,0.2452674078718719,0.11404010066785215
rental_count,year_weight,0.001,0.0,0.0,0.0
rental_count,hour_weight,0.001,-0.31017573155416034,0.31017573155416034,0.14422002482139726
rental_count,pattern_prior,0.001,-0.14624095982217702,0.14624095982217702,0.06799653457664728
rental_count,corrected_pattern_prior,0.001,1.2574517267934173,1.2574517267934173,0.5846676603007857
rental_count,day_type_weekday,0.001,-0.043992526205969766,0.043992526205969766,0.020454866631863126
rental_count,day_type_offday,0.001,0.04399252627475875,0.04399252627475875,0.02045486666384741
return_count,base_value,10.0,0.05100416928125283,0.05100416928125283,0.010165123102419429
return_count,month_weight,10.0,0.04976364278381712,0.04976364278381712,0.009917886362051967
return_count,year_weight,10.0,0.0,0.0,0.0
return_count,hour_weight,10.0,-1.7181271512341114,1.7181271512341114,0.34242247729978026
return_count,pattern_prior,10.0,-1.1455134398116935,1.1455134398116935,0.22830065257903898
return_count,corrected_pattern_prior,10.0,2.0351630356585932,2.0351630356585932,0.40560768036206835
return_count,day_type_weekday,10.0,-0.008996946961515267,0.008996946961515267,0.0017930901473059869
return_count,day_type_offday,10.0,0.008996946961660935,0.008996946961660935,0.0017930901473350185
