target,alpha,rmse,mae,r2
rental_count,0.001,1.4080464708638503,0.985137297539477,0.27484973691501247
rental_count,0.01,1.4080464541603601,0.9851368900052027,0.27484975411975743
rental_count,0.1,1.40804628986054,0.9851328175941025,0.27484992335003766
rental_count,1.0,1.4080449153089378,0.985092385094423,0.27485133914967474
rental_count,10.0,1.408053658710619,0.9847416201706174,0.27484233334931063
rental_count,100.0,1.408770679962414,0.9836345061600011,0.27410360319897886
rental_count,1000.0,1.4127850952108614,0.9921004604585105,0.26996069828883273
return_count,0.001,1.3873326428629078,0.9153575474621606,0.37569077502924697
return_count,0.01,1.3873327270210098,0.9153575949637606,0.3756906992857958
return_count,0.1,1.3873335689727722,0.9153580699722644,0.3756899415173597
return_count,1.0,1.3873420252542772,0.9153628194168518,0.37568233071948287
return_count,10.0,1.387429964116384,0.9154111344903394,0.37560318149103245
return_count,100.0,1.388461472228524,0.9161608454225778,0.37467439975411876
return_count,1000.0,1.3967493766764552,0.9268855817069355,0.36718682181943396
