target,time,split,day_type,month,hour,actual_value,pattern_prior,prediction,abs_error
rental_count,2025-09-23 18:00:00,test,weekday,9,18,25,4.2348862190441245,6.5996976922092845,18.400302307790717
rental_count,2025-10-02 17:00:00,test,weekday,10,17,20,4.540418939639318,5.063898703413029,14.93610129658697
rental_count,2025-09-18 19:00:00,test,weekday,9,19,19,3.945399881201422,4.5025544233536134,14.497445576646387
rental_count,2025-08-07 18:00:00,test,weekday,8,18,20,3.7687657289881655,5.911963037043185,14.088036962956815
rental_count,2025-08-05 18:00:00,test,weekday,8,18,19,3.7687657289881655,5.911963037043185,13.088036962956815
rental_count,2025-08-18 18:00:00,test,weekday,8,18,19,3.7687657289881655,5.911963037043185,13.088036962956815
rental_count,2025-08-12 19:00:00,test,weekday,8,19,17,3.5111422338950384,4.031268216653409,12.968731783346591
rental_count,2025-08-04 18:00:00,test,weekday,8,18,18,3.7687657289881655,5.911963037043185,12.088036962956815
rental_count,2025-09-08 19:00:00,test,weekday,9,19,16,3.945399881201422,4.5025544233536134,11.497445576646387
rental_count,2025-07-31 18:00:00,test,weekday,7,18,17,3.7443992036408886,5.87601159473415,11.12398840526585
rental_count,2025-08-07 19:00:00,test,weekday,8,19,15,3.5111422338950384,4.031268216653409,10.968731783346591
rental_count,2025-08-08 19:00:00,test,weekday,8,19,15,3.5111422338950384,4.031268216653409,10.968731783346591
rental_count,2025-11-11 18:00:00,test,weekday,11,18,16,3.452901656556499,5.445923303610584,10.554076696389416
rental_count,2025-10-09 15:00:00,test,offday,10,15,13,3.484298319572464,2.4516398391958587,10.54836016080414
rental_count,2025-09-15 19:00:00,test,weekday,9,19,15,3.945399881201422,4.5025544233536134,10.497445576646387
rental_count,2025-07-03 18:00:00,test,weekday,7,18,16,3.7443992036408886,5.87601159473415,10.12398840526585
rental_count,2025-07-04 18:00:00,test,weekday,7,18,16,3.7443992036408886,5.87601159473415,10.12398840526585
rental_count,2025-09-15 17:00:00,test,weekday,9,17,15,4.406211099457783,4.920989836058576,10.079010163941424
rental_count,2025-08-11 19:00:00,test,weekday,8,19,14,3.5111422338950384,4.031268216653409,9.968731783346591
rental_count,2025-09-09 18:00:00,test,weekday,9,18,16,4.2348862190441245,6.5996976922092845,9.400302307790716
rental_count,2025-09-26 18:00:00,test,weekday,9,18,16,4.2348862190441245,6.5996976922092845,9.400302307790716
rental_count,2025-10-22 19:00:00,test,weekday,10,19,14,4.065571971179971,4.632973424120843,9.367026575879157
rental_count,2025-10-08 19:00:00,test,offday,10,19,13,3.1988297281173375,3.6536855092936498,9.34631449070635
rental_count,2025-08-19 20:00:00,test,weekday,8,20,12,3.165919553547452,2.693536014607546,9.306463985392455
rental_count,2025-11-14 19:00:00,test,weekday,11,19,13,3.2168698474862767,3.7119036237960383,9.288096376203962
rental_count,2025-10-28 18:00:00,test,weekday,10,18,16,4.363875711386512,6.790014457785267,9.209985542214733
rental_count,2025-07-08 18:00:00,test,weekday,7,18,15,3.7443992036408886,5.87601159473415,9.12398840526585
rental_count,2025-08-01 18:00:00,test,weekday,8,18,15,3.7687657289881655,5.911963037043185,9.088036962956815
rental_count,2025-08-19 18:00:00,test,weekday,8,18,15,3.7687657289881655,5.911963037043185,9.088036962956815
rental_count,2025-08-28 16:00:00,test,weekday,8,16,12,3.958154895660153,3.092867525307884,8.907132474692116
rental_count,2025-07-04 17:00:00,test,weekday,7,17,13,3.8958811355284415,4.377573914726909,8.62242608527309
rental_count,2025-08-09 16:00:00,test,offday,8,16,11,3.095681744432927,2.4005778457900275,8.599422154209972
rental_count,2025-12-01 19:00:00,test,weekday,12,19,11,2.0686507262998717,2.4657774186706467,8.534222581329352
rental_count,2025-09-10 19:00:00,test,weekday,9,19,13,3.945399881201422,4.5025544233536134,8.497445576646387
rental_count,2025-09-21 19:00:00,test,offday,9,19,12,3.104277213332608,3.54986121781999,8.45013878218001
rental_count,2025-10-02 16:00:00,test,weekday,10,16,12,4.583170526684439,3.5604183723065415,8.439581627693459
rental_count,2025-09-10 18:00:00,test,weekday,9,18,15,4.2348862190441245,6.5996976922092845,8.400302307790716
rental_count,2025-09-15 18:00:00,test,weekday,9,18,15,4.2348862190441245,6.5996976922092845,8.400302307790716
rental_count,2025-10-30 19:00:00,test,weekday,10,19,13,4.065571971179971,4.632973424120843,8.367026575879157
rental_count,2025-05-23 18:00:00,test,weekday,5,18,15,4.290391901441925,6.681593215272489,8.318406784727511
rental_count,2025-10-21 18:00:00,test,weekday,10,18,15,4.363875711386512,6.790014457785267,8.209985542214733
rental_count,2025-11-11 16:00:00,test,weekday,11,16,11,3.626417925372478,2.844707489398728,8.155292510601273
rental_count,2025-07-22 18:00:00,test,weekday,7,18,14,3.7443992036408886,5.87601159473415,8.12398840526585
rental_count,2025-08-08 18:00:00,test,weekday,8,18,14,3.7687657289881655,5.911963037043185,8.088036962956815
rental_count,2025-08-11 18:00:00,test,weekday,8,18,14,3.7687657289881655,5.911963037043185,8.088036962956815
rental_count,2025-07-08 19:00:00,test,weekday,7,19,12,3.488441343897541,4.006631652618207,7.993368347381793
rental_count,2025-07-30 19:00:00,test,weekday,7,19,12,3.488441343897541,4.006631652618207,7.993368347381793
rental_count,2025-11-04 17:00:00,test,weekday,11,17,12,3.592590879074311,4.054620598654804,7.945379401345196
rental_count,2025-10-11 14:00:00,test,offday,10,14,10,3.2744865666666434,2.1186245705367703,7.88137542946323
rental_count,2025-10-18 14:00:00,test,offday,10,14,10,3.2744865666666434,2.1186245705367703,7.88137542946323
rental_count,2025-09-07 20:00:00,test,offday,9,20,10,2.7859173530154537,2.3478313190466764,7.652168680953324
rental_count,2025-03-15 13:00:00,test,offday,3,13,9,2.212309212898942,1.4209057007399393,7.579094299260061
rental_count,2025-11-03 18:00:00,test,weekday,11,18,13,3.452901656556499,5.445923303610584,7.554076696389416
rental_count,2025-06-22 20:00:00,test,offday,6,20,10,2.983176037949198,2.5108519665691027,7.489148033430897
rental_count,2025-10-17 16:00:00,test,weekday,10,16,11,4.583170526684439,3.5604183723065415,7.4395816276934585
rental_count,2025-09-29 18:00:00,test,weekday,9,18,14,4.2348862190441245,6.5996976922092845,7.4003023077907155
rental_count,2025-12-02 18:00:00,test,weekday,12,18,11,2.2204341046807317,3.627486515536907,7.372513484463093
rental_count,2025-10-23 19:00:00,test,weekday,10,19,12,4.065571971179971,4.632973424120843,7.367026575879157
rental_count,2025-04-04 18:00:00,test,weekday,4,18,14,4.264435566278102,6.64329609769432,7.35670390230568
rental_count,2025-04-10 18:00:00,test,weekday,4,18,14,4.264435566278102,6.64329609769432,7.35670390230568
rental_count,2025-12-10 15:00:00,test,weekday,12,15,9,2.2842104677950843,1.6713088752335126,7.328691124766488
rental_count,2025-07-22 20:00:00,test,weekday,7,20,10,3.1454506614495434,2.6769166816580445,7.323083318341956
rental_count,2025-07-23 20:00:00,test,weekday,7,20,10,3.1454506614495434,2.6769166816580445,7.323083318341956
