target,alpha,rmse,mae,r2
rental_count,0.001,1.9741621072150353,1.1856659999632175,0.663581564296986
rental_count,0.01,1.9741617066494666,1.1856663139210564,0.6635817008183262
rental_count,0.1,1.9741577064325662,1.1856694515788588,0.6635830641765537
rental_count,1.0,1.9741182439957787,1.1857006371980845,0.6635965136586617
rental_count,10.0,1.973771404774543,1.186001679298656,0.6637147109083124
rental_count,100.0,1.9730151644113758,1.1890391852716145,0.6639723534998206
rental_count,1000.0,1.9905912899965663,1.1989502487695327,0.6579588462651655
return_count,0.001,2.478579264629843,1.514520624337605,0.6696101463044688
return_count,0.01,2.47857887174312,1.5145200228468931,0.669610251046551
return_count,0.1,2.478574945692254,1.5145140112840623,0.6696112977156303
return_count,1.0,2.478535965622294,1.5144542286762082,0.669621689552667
return_count,10.0,2.4781730623271123,1.5138900982969137,0.6697184294037207
return_count,100.0,2.4764089874052226,1.5106607128046088,0.6701884805632061
return_count,1000.0,2.499959329629985,1.5339519490180809,0.6638857198937379
