target,feature,alpha,coefficient,importance_abs,importance_ratio
rental_count,base_value,100.0,-0.006921296038435077,0.006921296038435077,0.002625301092399817
rental_count,month_weight,100.0,0.21014948649173198,0.21014948649173198,0.07971132478516937
rental_count,year_weight,100.0,-1.0163950148732345e-28,1.0163950148732345e-28,3.855264863746169e-29
rental_count,hour_weight,100.0,-0.31443981325209075,0.31443981325209075,0.11926945194087607
rental_count,pattern_prior,100.0,-0.5287132211830554,0.5287132211830554,0.20054501200788674
rental_count,corrected_pattern_prior,100.0,1.4690884894845204,1.4690884894845204,0.5572366208378137
rental_count,day_type_weekday,100.0,0.05353475037696194,0.05353475037696194,0.020306144667923676
rental_count,day_type_offday,100.0,-0.053534750376980585,0.053534750376980585,0.020306144667930747
return_count,base_value,100.0,-0.17042391050323608,0.17042391050323608,0.03963942112286279
return_count,month_weight,100.0,-0.2811578469964691,0.2811578469964691,0.06539536774024933
return_count,year_weight,100.0,-5.444315336268224e-28,5.444315336268224e-28,1.26631003655968e-28
return_count,hour_weight,100.0,-0.4675382281389535,0.4675382281389535,0.10874615340953091
return_count,pattern_prior,100.0,-0.19536637152533734,0.19536637152533734,0.045440864789870354
return_count,corrected_pattern_prior,100.0,2.1939767992950703,2.1939767992950703,0.5103038066914708
return_count,day_type_weekday,100.0,0.49544550679908966,0.49544550679908966,0.11523719312300593
return_count,day_type_offday,100.0,-0.49544550679910604,0.49544550679910604,0.11523719312300974
