target,feature,alpha,coefficient,importance_abs,importance_ratio
rental_count,base_value,0.001,0.05259332585438417,0.05259332585438417,0.022895187391336357
rental_count,month_weight,0.001,0.09869145409974324,0.09869145409974324,0.042962853153519207
rental_count,year_weight,0.001,-4.81744415678166e-24,4.81744415678166e-24,2.097153677297253e-24
rental_count,hour_weight,0.001,-0.3840206858137621,0.3840206858137621,0.1671737890887284
rental_count,pattern_prior,0.001,-0.40263886990310277,0.40263886990310277,0.17527874930349147
rental_count,corrected_pattern_prior,0.001,1.3568035968270007,1.3568035968270007,0.5906504693884814
rental_count,day_type_weekday,0.001,0.0011933058030360758,0.0011933058030360758,0.0005194757991027981
rental_count,day_type_offday,0.001,-0.0011933059781637943,0.0011933059781637943,0.0005194758753402649
return_count,base_value,10.0,0.2813912435654712,0.2813912435654712,0.0779580405600628
return_count,month_weight,10.0,0.37745091529388825,0.37745091529388825,0.10457089350425144
return_count,year_weight,10.0,1.2542060771137503e-27,1.2542060771137503e-27,3.47471538173723e-28
return_count,hour_weight,10.0,-0.7426476773041214,0.7426476773041214,0.20574683496020243
return_count,pattern_prior,10.0,-0.7381849997292564,0.7381849997292564,0.20451047239618092
return_count,corrected_pattern_prior,10.0,1.4554836779710085,1.4554836779710085,0.40323449359707253
return_count,day_type_weekday,10.0,0.007181621765876309,0.007181621765876309,0.001989632491108244
return_count,day_type_offday,10.0,-0.007181621765924406,0.007181621765924406,0.0019896324911215695
