target,alpha,split,rmse,mae,r2
rental_count,0.001,train,1.7392085669687563,1.2533481268987456,0.34400690522398436
rental_count,0.001,valid,1.7770206194222942,1.2709650848233536,0.3724055929201967
rental_count,0.001,test,1.5816254721136411,1.1359697463382923,0.3231270715550737
return_count,100.0,train,1.7655732263666586,1.2806001864950676,0.3478176172188956
return_count,100.0,valid,1.7296806294976734,1.2399270900473296,0.4062274382500698
return_count,100.0,test,1.5613237555817499,1.1261896626662733,0.3580953598948675
bike_change_from_predictions,,test,1.877073749903274,1.2982998941179438,0.14226252151243557
bike_change_from_predictions,,train,1.8563984484119898,1.3221337205667025,0.07292811123466503
bike_change_from_predictions,,valid,1.9890965507023473,1.3881063356417953,0.16719586020569865
