target,alpha,rmse,mae,r2
rental_count,0.001,1.220159551241987,0.8821475661425666,0.3092429580193863
rental_count,0.01,1.2201596466415345,0.8821478686847167,0.309242850004149
rental_count,0.1,1.2201606011108443,0.8821509478816281,0.30924176931481473
rental_count,1.0,1.2201701912782175,0.8821814773088914,0.3092309108867126
rental_count,10.0,1.220269114769941,0.882445788805732,0.30911890018399546
rental_count,100.0,1.2211658421121416,0.8839089551600663,0.30810312489370495
rental_count,1000.0,1.2254195417739808,0.894375426378833,0.3032745466533905
return_count,0.001,1.2386166781425094,0.884616033541858,0.3487228294948371
return_count,0.01,1.2386165246130512,0.8846152213521511,0.34872299094950965
return_count,0.1,1.2386149928038792,0.8846071068296731,0.34872460182980913
return_count,1.0,1.238600018691781,0.884526692700696,0.3487403487922246
return_count,10.0,1.2384806322925137,0.8837903185990003,0.3488658902041535
return_count,100.0,1.2385406475624603,0.8803448260184623,0.34880278233603224
return_count,1000.0,1.2442285934561363,0.8852390759061822,0.3428078564186169
