target,granularity,year,key,series,value
rental_count,hour,2023,0,actual_value,0.5780821917808219
rental_count,hour,2023,0,prediction,0.5724898062156235
rental_count,hour,2023,1,actual_value,0.4712328767123288
rental_count,hour,2023,1,prediction,0.502049481743009
rental_count,hour,2023,2,actual_value,0.2876712328767123
rental_count,hour,2023,2,prediction,0.17546108374539837
rental_count,hour,2023,3,actual_value,0.20821917808219179
rental_count,hour,2023,3,prediction,0.16621867098946483
rental_count,hour,2023,4,actual_value,0.11506849315068493
rental_count,hour,2023,4,prediction,0.17829649557871158
rental_count,hour,2023,5,actual_value,0.1178082191780822
rental_count,hour,2023,5,prediction,0.21381325375843274
rental_count,hour,2023,6,actual_value,0.3013698630136986
rental_count,hour,2023,6,prediction,0.14813973548048
rental_count,hour,2023,7,actual_value,0.6876712328767123
rental_count,hour,2023,7,prediction,0.5193584918730204
rental_count,hour,2023,8,actual_value,1.3041095890410959
rental_count,hour,2023,8,prediction,1.182726353633583
rental_count,hour,2023,9,actual_value,0.8082191780821918
rental_count,hour,2023,9,prediction,0.9219109894728893
rental_count,hour,2023,10,actual_value,1.2356164383561643
rental_count,hour,2023,10,prediction,1.0353154730781535
rental_count,hour,2023,11,actual_value,2.2849315068493152
rental_count,hour,2023,11,prediction,2.234969282763258
rental_count,hour,2023,12,actual_value,2.1945205479452055
rental_count,hour,2023,12,prediction,1.8962240751257322
rental_count,hour,2023,13,actual_value,2.4547945205479453
rental_count,hour,2023,13,prediction,1.7548384554870076
rental_count,hour,2023,14,actual_value,1.4657534246575343
rental_count,hour,2023,14,prediction,1.4519440585922516
rental_count,hour,2023,15,actual_value,1.936986301369863
rental_count,hour,2023,15,prediction,1.9447652342159316
rental_count,hour,2023,16,actual_value,3.3972602739726026
rental_count,hour,2023,16,prediction,3.2456612450195768
rental_count,hour,2023,17,actual_value,7.0849315068493155
rental_count,hour,2023,17,prediction,6.68030919398963
rental_count,hour,2023,18,actual_value,7.013698630136986
rental_count,hour,2023,18,prediction,7.663779382343289
rental_count,hour,2023,19,actual_value,2.0082191780821916
rental_count,hour,2023,19,prediction,2.3583897429721965
