station_id,target,alpha,split,rmse,mae,r2
2342,rental_count,0.001,test,1.3306454035374795,0.96950555455308,0.3334027814786676
2342,return_count,10.0,train,1.6007995978239222,1.145740568958348,0.3843031549363972
2342,return_count,10.0,valid,1.485929093590363,1.0689169452697311,0.3748741200291841
2342,return_count,10.0,test,1.3649372167212437,1.0009913520224978,0.2763436666280965
2342,bike_change_from_predictions,,test,1.5168279104791371,1.072330439948284,0.0138107027981103
2342,bike_change_from_predictions,,train,1.7657408922599327,1.22688378618458,0.0380971015408528
2342,bike_change_from_predictions,,valid,1.646567474036427,1.151060052733108,0.0237483863682437
2423,rental_count,1000.0,train,1.5464417630406118,1.129231885537327,0.3058625561635887
2423,rental_count,1000.0,valid,1.5404407888886,1.148368577596354,0.2647393235933407
2423,rental_count,1000.0,test,1.3055186528399256,0.9756589195147134,0.2039982955183
2423,return_count,1000.0,train,1.6360292049750906,1.1696823786835002,0.380554413770601
2423,return_count,1000.0,valid,1.553122329800563,1.1344100347349524,0.3743168308593058
2423,return_count,1000.0,test,1.393124197811774,1.0184773668030644,0.2848966587922348
2423,bike_change_from_predictions,,test,1.5772858290232934,1.1354606346553144,0.0467390914547223
2423,bike_change_from_predictions,,train,1.741350508935946,1.2319217827800917,0.1201980108301044
2423,bike_change_from_predictions,,valid,1.7430379004561285,1.2453554559395683,0.161886676072698
4906,rental_count,0.001,train,1.4581819166614791,0.9898714166449828,0.3917600556904157
4906,rental_count,0.001,valid,1.500701506577618,0.983606433012872,0.4307652005448071
4906,rental_count,0.001,test,1.341015967305199,0.9566313574509924,0.2934955528484545
4906,return_count,0.001,train,1.6006774830167716,1.1345711735789463,0.4134832951501479
4906,return_count,0.001,valid,1.557066737611164,1.127117933500597,0.4466501223892454
4906,return_count,0.001,test,1.476540424016757,1.102549259722583,0.2821796461414868
4906,bike_change_from_predictions,,test,1.6111675445744165,1.1237036550943995,0.0225658911162427
4906,bike_change_from_predictions,,train,1.690522772583407,1.1500529596644409,0.1410473094123979
4906,bike_change_from_predictions,,valid,1.7701626240467143,1.2103972448921665,0.1476388540533731
2375,rental_count,0.001,train,1.4645464740560434,0.9994805656303578,0.4418280122898347
2375,rental_count,0.001,valid,1.5099961029561546,1.0332500438353591,0.4757349249344952
2375,rental_count,0.001,test,1.3082190339506654,0.8794184430936512,0.4256556191410443
2375,return_count,10.0,train,1.632348939979588,1.1579748372299878,0.4948717467627482
2375,return_count,10.0,valid,1.6135598254888068,1.155181726180108,0.4750758367979312
2375,return_count,10.0,test,1.3978432790792898,1.0040287211113943,0.3921741674245551
2375,bike_change_from_predictions,,test,1.7583138276528856,1.2127103151863432,0.1886554840307843
2375,bike_change_from_predictions,,train,1.7365013723076226,1.2351543662845206,0.2234858362845095
2375,bike_change_from_predictions,,valid,1.8422248707370577,1.296938982663051,0.2481534317811314
3614,rental_count,1000.0,train,1.5655404391386696,1.106598577955551,0.3309135610916813
3614,rental_count,1000.0,valid,1.47874028894827,1.0842467673025498,0.3188918930914016
3614,rental_count,1000.0,test,1.2710484042286476,0.9280006658264648,0.2735646909747646
3614,return_count,1000.0,train,1.5515162558597846,1.1103475277497616,0.3502622688002468
3614,return_count,1000.0,valid,1.4737501247594988,1.0785974178774271,0.3227248289614234
3614,return_count,1000.0,test,1.2698516062181595,0.9233621926054046,0.2915243653240416
3614,bike_change_from_predictions,,test,1.4843900068717508,1.0267683746588363,0.0694925711062184
3614,bike_change_from_predictions,,train,1.7156380196916043,1.1948923279078605,0.0948465465609996
3614,bike_change_from_predictions,,valid,1.684595662969633,1.1892023075686022,0.0926446524604466
2369,rental_count,1000.0,train,1.429364808049408,0.9925198512474644,0.3361365230754537
2369,rental_count,1000.0,valid,1.383864848010769,1.016415327712397,0.3339503383569833
2369,rental_count,1000.0,test,1.1615193755370152,0.8580551334634694,0.2708746067638015
2369,return_count,100.0,train,1.4312904448123396,1.0302377063212989,0.3398896636792838
2369,return_count,100.0,valid,1.4550224291684373,1.0790680734097589,0.3493348456041071
2369,return_count,100.0,test,1.2789636296272144,0.9525672835836312,0.263506384798823
2369,bike_change_from_predictions,,test,1.4193296980994574,0.9985836994774246,0.0238696328508154
2369,bike_change_from_predictions,,train,1.4982803633855897,1.0253334201865725,0.0280850605678291
2369,bike_change_from_predictions,,valid,1.5524435611199991,1.098108246538532,0.078047662513135
2413,rental_count,1.0,train,1.360522341611797,0.956741454667677,0.2785601188455601
2413,rental_count,1.0,valid,1.4436974914926268,1.0049290963877535,0.3339639563531413
2413,rental_count,1.0,test,1.3081705668059345,0.902568997796742,0.2883842971364606
2413,return_count,1000.0,train,1.383371940610091,0.9591137640089684,0.3099988717217787
2413,return_count,1000.0,valid,1.4804995979967015,1.0657519614235538,0.2879902035461568
2413,return_count,1000.0,test,1.3948816104620834,0.9992812829326796,0.2190880433349865
2413,bike_change_from_predictions,,test,1.6727096971928497,1.116432471572171,0.0518989925216519
2413,bike_change_from_predictions,,train,1.472897717300663,0.982014189007926,0.0322345916684185
2413,bike_change_from_predictions,,valid,1.6853512024382975,1.1443589248835215,0.0394142132286379
3651,rental_count,1.0,train,1.4088275407498212,0.9981294192708232,0.2924870986644183
3651,rental_count,1.0,valid,1.4080449153089378,0.985092385094423,0.2748513391496747
3651,rental_count,1.0,test,1.3180201224651829,0.9407043088578384,0.2482366659039278
3651,return_count,0.001,train,1.4001840417273852,0.9361614764893093,0.3590024910539122
3651,return_count,0.001,valid,1.3873326428629078,0.9153575474621606,0.3756907750292469
