target,feature,alpha,coefficient
rental_count,intercept,0.001,-0.06754226777351291
rental_count,base_value,0.001,0.16275578057638232
rental_count,month_weight,0.001,0.12058202687020898
rental_count,year_weight,0.001,0.0
rental_count,hour_weight,0.001,-0.10889202674024853
rental_count,pattern_prior,0.001,-0.130466249616923
rental_count,corrected_pattern_prior,0.001,1.177446703824344
rental_count,day_type_weekday,0.001,-0.02181553732261702
rental_count,day_type_offday,0.001,0.02181553687778271
return_count,intercept,0.001,0.511276797204147
return_count,base_value,0.001,-0.07653164768092918
return_count,month_weight,0.001,-0.2623024513537809
return_count,year_weight,0.001,1.6406815743690162e-24
return_count,hour_weight,0.001,-0.4976266542890575
return_count,pattern_prior,0.001,-0.22017694266108356
return_count,corrected_pattern_prior,0.001,1.6758512384610083
return_count,day_type_weekday,0.001,-0.09210588665162779
return_count,day_type_offday,0.001,0.09210588775794755
