target,day_type,intercept,sin_hour_coef,cos_hour_coef,formula
rental_count,weekday,1.6056005398110667,-1.0432300315823109,-1.0832001180725503,1.605601 + (-1.043230 * sin(2pi*hour/24)) + (-1.083200 * cos(2pi*hour/24))
rental_count,offday,0.8983050847457628,-0.797580260383568,-0.3772755961555085,0.898305 + (-0.797580 * sin(2pi*hour/24)) + (-0.377276 * cos(2pi*hour/24))
return_count,weekday,1.916835357624832,-0.5699513485042855,-1.2956433858106893,1.916835 + (-0.569951 * sin(2pi*hour/24)) + (-1.295643 * cos(2pi*hour/24))
return_count,offday,1.0737994350282491,-0.815296838841361,-0.6295765562656529,1.073799 + (-0.815297 * sin(2pi*hour/24)) + (-0.629577 * cos(2pi*hour/24))
