target,day_type,intercept,sin_hour_coef,cos_hour_coef,formula
rental_count,weekday,1.1848852901484483,-0.7668277493332679,-0.14864634645918492,1.184885 + (-0.766828 * sin(2pi*hour/24)) + (-0.148646 * cos(2pi*hour/24))
rental_count,offday,1.1430084745762714,-0.7778213692888698,-0.41231272172235134,1.143008 + (-0.777821 * sin(2pi*hour/24)) + (-0.412313 * cos(2pi*hour/24))
return_count,weekday,1.2386977058029693,-0.7951739616036869,-0.3377116601793671,1.238698 + (-0.795174 * sin(2pi*hour/24)) + (-0.337712 * cos(2pi*hour/24))
return_count,offday,1.1737288135593225,-0.7477603798256557,-0.5609804433639564,1.173729 + (-0.747760 * sin(2pi*hour/24)) + (-0.560980 * cos(2pi*hour/24))
