target,feature,alpha,coefficient,importance_abs,importance_ratio
rental_count,base_value,0.001,0.05984054406266972,0.05984054406266972,0.03066309297822637
rental_count,month_weight,0.001,0.15413162822955248,0.15413162822955248,0.078979102234408
rental_count,year_weight,0.001,0.0,0.0,0.0
rental_count,hour_weight,0.001,-0.19388566763574025,0.19388566763574025,0.0993496022969642
rental_count,pattern_prior,0.001,-0.3802812508060418,0.3802812508060418,0.19486118540516587
rental_count,corrected_pattern_prior,0.001,1.1187407067111046,1.1187407067111046,0.5732576607673115
rental_count,day_type_weekday,0.001,0.022334856091264444,0.022334856091264444,0.011444678181142746
rental_count,day_type_offday,0.001,-0.022334856004690803,0.022334856004690803,0.011444678136781258
return_count,base_value,10.0,0.11210266133948199,0.11210266133948199,0.0588272798137203
return_count,month_weight,10.0,0.07898042179289678,0.07898042179289678,0.04144596851760934
return_count,year_weight,10.0,0.0,0.0,0.0
return_count,hour_weight,10.0,-0.20381668872143835,0.20381668872143835,0.10695536782853499
return_count,pattern_prior,10.0,-0.33224888259998164,0.33224888259998164,0.1743517749798619
return_count,corrected_pattern_prior,10.0,1.1710740209846697,1.1710740209846697,0.6145358039843487
return_count,day_type_weekday,10.0,-0.0037005353986506273,0.0037005353986506273,0.0019419024379604742
return_count,day_type_offday,10.0,0.00370053539865776,0.00370053539865776,0.001941902437964217
