target,feature,alpha,coefficient,importance_abs,importance_ratio
rental_count,base_value,1000.0,0.17789628273550226,0.17789628273550226,0.13480590695717898
rental_count,month_weight,1000.0,0.06736887189349368,0.06736887189349368,0.05105065567776479
rental_count,year_weight,1000.0,2.3609906219228014e-30,2.3609906219228014e-30,1.789106985326456e-30
rental_count,hour_weight,1000.0,0.06684661668562798,0.06684661668562798,0.05065490211913579
rental_count,pattern_prior,1000.0,0.44643301290941995,0.44643301290941995,0.3382971598701654
rental_count,corrected_pattern_prior,1000.0,0.5585926869157318,0.5585926869157318,0.4232893044273546
rental_count,day_type_weekday,1000.0,-0.0012550316186336042,0.0012550316186336042,0.0009510354742003582
rental_count,day_type_offday,1000.0,0.0012550316186331503,0.0012550316186331503,0.0009510354742000142
return_count,base_value,100.0,-0.2248463856972186,0.2248463856972186,0.12848863424695275
return_count,month_weight,100.0,-0.13301432814529018,0.13301432814529018,0.0760111366952507
return_count,year_weight,100.0,-1.5104807436898253e-29,1.5104807436898253e-29,8.63165343802224e-30
return_count,hour_weight,100.0,0.19578814812772738,0.19578814812772738,0.1118832827873335
return_count,pattern_prior,100.0,0.3530941281517889,0.3530941281517889,0.20177590200598491
return_count,corrected_pattern_prior,100.0,0.8397685479293434,0.8397685479293434,0.47988636095884896
return_count,day_type_weekday,100.0,0.001710281532018196,0.001710281532018196,0.0009773416528150239
return_count,day_type_offday,100.0,-0.001710281532016694,0.001710281532016694,0.0009773416528141656
