target,alpha,rmse,mae,r2
rental_count,0.001,1.8078502144915578,1.2319135164063288,0.5365417489324993
rental_count,0.01,1.807850356831747,1.2319139692819465,0.5365416759521857
rental_count,0.1,1.8078517814446073,1.231918512493386,0.5365409455278491
rental_count,1.0,1.8078661467844832,1.23196340804692,0.5365335801305793
rental_count,10.0,1.8080201023025833,1.2323589372060193,0.5364546403804291
rental_count,100.0,1.8099772065505735,1.2343959016342987,0.535450561280409
rental_count,1000.0,1.828831103779752,1.2462514383183645,0.5257220577339516
return_count,0.001,1.8426722734802914,1.2834218699732474,0.5394295925407206
return_count,0.01,1.8426716317896799,1.2834222418764365,0.5394299133179519
return_count,0.1,1.8426652317119898,1.283425951340067,0.5394331126717233
return_count,1.0,1.842602884006838,1.2834624262047662,0.5394642792691065
return_count,10.0,1.8421194013159656,1.2837691217158753,0.5397059285569586
return_count,100.0,1.8422017194102296,1.2846440468938536,0.5396647896629921
return_count,1000.0,1.8579138789129714,1.290330480978252,0.5317788944900115
