target,feature,alpha,coefficient,importance_abs,importance_ratio
rental_count,base_value,0.001,-0.1376509976741934,0.1376509976741934,0.09462156741149953
rental_count,month_weight,0.001,-0.20077416122937958,0.20077416122937958,0.13801255459272746
rental_count,year_weight,0.001,-8.072222403146851e-24,8.072222403146851e-24,5.5488616078746655e-24
rental_count,hour_weight,0.001,0.03041485727330018,0.03041485727330018,0.020907232903668627
rental_count,pattern_prior,0.001,0.17286998503783907,0.17286998503783907,0.11883116881868727
rental_count,corrected_pattern_prior,0.001,0.9109224506608893,0.9109224506608893,0.6261698899986761
rental_count,day_type_weekday,0.001,0.0010602139739143335,0.0010602139739143335,0.0007287931776622102
rental_count,day_type_offday,0.001,-0.00106021385668536,0.00106021385668536,0.0007287930970787826
return_count,base_value,10.0,0.16091134860210818,0.16091134860210818,0.08936411090701858
return_count,month_weight,10.0,0.0860039148350466,0.0860039148350466,0.04776333956880523
return_count,year_weight,10.0,3.551667451415958e-28,3.551667451415958e-28,1.9724625192099435e-28
return_count,hour_weight,10.0,-0.32720664410026185,0.32720664410026185,0.18171826342213668
return_count,pattern_prior,10.0,-0.24025283485214047,0.24025283485214047,0.13342738822320088
return_count,corrected_pattern_prior,10.0,0.9724031416070391,0.9724031416070391,0.5400361313718195
return_count,day_type_weekday,10.0,0.006924097368995357,0.006924097368995357,0.003845383253507764
return_count,day_type_offday,10.0,-0.006924097369001715,0.006924097369001715,0.003845383253511295
