target,feature,alpha,coefficient,importance_abs,importance_ratio
rental_count,base_value,1.0,-0.4732861185419022,0.4732861185419022,0.1936412264462916
rental_count,month_weight,1.0,-0.37132435593791113,0.37132435593791113,0.15192438754535426
rental_count,year_weight,1.0,0.0,0.0,0.0
rental_count,hour_weight,1.0,0.09927224190394124,0.09927224190394124,0.040616443037828506
rental_count,pattern_prior,1.0,0.6858604507247789,0.6858604507247789,0.2806143126667556
rental_count,corrected_pattern_prior,1.0,0.7802272316611216,0.7802272316611216,0.31922372562101303
rental_count,day_type_weekday,1.0,0.01708441674920147,0.01708441674920147,0.00698995234135954
rental_count,day_type_offday,1.0,-0.01708441674929407,0.01708441674929407,0.006989952341397427
return_count,base_value,1000.0,0.16434149007856247,0.16434149007856247,0.11286412260028936
return_count,month_weight,1000.0,0.08050790824296251,0.08050790824296251,0.05529008177960929
return_count,year_weight,1000.0,0.0,0.0,0.0
return_count,hour_weight,1000.0,0.11692364707124693,0.11692364707124693,0.08029916749333157
return_count,pattern_prior,1000.0,0.3517917188358161,0.3517917188358161,0.2415985376880269
return_count,corrected_pattern_prior,1000.0,0.7277978132838075,0.7277978132838075,0.49982668154839377
return_count,day_type_weekday,1000.0,0.0073688935882008965,0.0073688935882008965,0.005060704445174561
return_count,day_type_offday,1000.0,-0.0073688935882009685,0.0073688935882009685,0.005060704445174611
