target,feature,alpha,coefficient,importance_abs,importance_ratio
rental_count,base_value,0.001,0.16275578057638232,0.16275578057638232,0.09333537113907533
rental_count,month_weight,0.001,0.12058202687020898,0.12058202687020898,0.06915003688825093
rental_count,year_weight,0.001,0.0,0.0,0.0
rental_count,hour_weight,0.001,-0.10889202674024853,0.10889202674024853,0.06244618589824789
rental_count,pattern_prior,0.001,-0.130466249616923,0.130466249616923,0.07481833078981766
rental_count,corrected_pattern_prior,0.001,1.177446703824344,1.177446703824344,0.6752290131185263
rental_count,day_type_weekday,0.001,-0.02181553732261702,0.02181553732261702,0.01251053121059025
rental_count,day_type_offday,0.001,0.02181553687778271,0.02181553687778271,0.01251053095549163
return_count,base_value,0.001,-0.07653164768092918,0.07653164768092918,0.02623911580936995
return_count,month_weight,0.001,-0.2623024513537809,0.2623024513537809,0.08993121939368028
return_count,year_weight,0.001,1.6406815743690162e-24,1.6406815743690162e-24,5.625128314974932e-25
return_count,hour_weight,0.001,-0.4976266542890575,0.4976266542890575,0.17061286157273745
return_count,pattern_prior,0.001,-0.22017694266108356,0.22017694266108356,0.07548835641332734
return_count,corrected_pattern_prior,0.001,1.6758512384610083,1.6758512384610083,0.574570861306727
return_count,day_type_weekday,0.001,-0.09210588665162779,0.09210588665162779,0.03157879256242639
return_count,day_type_offday,0.001,0.09210588775794755,0.09210588775794755,0.0315787929417316
