target,feature,alpha,coefficient,importance_abs,importance_ratio
rental_count,base_value,0.001,-0.040178520512921714,0.040178520512921714,0.012120078363852569
rental_count,month_weight,0.001,0.09199425170007411,0.09199425170007411,0.027750587263916066
rental_count,year_weight,0.001,-1.5016162771624123e-23,1.5016162771624123e-23,4.5297105815013356e-24
rental_count,hour_weight,0.001,-0.8850242525717283,0.8850242525717283,0.2669725803275821
rental_count,pattern_prior,0.001,-0.661765576036632,0.661765576036632,0.19962533556915105
rental_count,corrected_pattern_prior,0.001,1.617890021019423,1.617890021019423,0.48804569179057006
rental_count,day_type_weekday,0.001,0.009092696132063642,0.009092696132063642,0.002742863307370116
rental_count,day_type_offday,0.001,-0.009092696364739847,0.009092696364739847,0.002742863377558211
return_count,base_value,100.0,-0.13327209584700414,0.13327209584700414,0.05428263462792096
return_count,month_weight,100.0,-0.23633439972384418,0.23633439972384418,0.09626061471221953
return_count,year_weight,100.0,0.0,0.0,0.0
return_count,hour_weight,100.0,-0.014874485513828455,0.014874485513828455,0.006058479513613829
return_count,pattern_prior,100.0,0.40584687341508896,0.40584687341508896,0.16530420268745696
return_count,corrected_pattern_prior,100.0,1.5058825266889735,1.5058825266889735,0.6133562353717986
return_count,day_type_weekday,100.0,0.0794705964000754,0.0794705964000754,0.0323689165434944
return_count,day_type_offday,100.0,-0.07947059640007827,0.07947059640007827,0.032368916543495566
