target,feature,alpha,coefficient,importance_abs,importance_ratio
rental_count,base_value,1.0,-0.00922492150716682,0.00922492150716682,0.005132831901113002
rental_count,month_weight,1.0,0.004783061026854399,0.004783061026854399,0.002661339525169426
rental_count,year_weight,1.0,0.0,0.0,0.0
rental_count,hour_weight,1.0,-0.2062081690916444,0.2062081690916444,0.11473613816241182
rental_count,pattern_prior,1.0,-0.2794678453142328,0.2794678453142328,0.1554985016024015
rental_count,corrected_pattern_prior,1.0,1.2544739410442483,1.2544739410442483,0.6980009378621186
rental_count,day_type_weekday,1.0,0.021540125193069252,0.021540125193069252,0.011985125473323375
rental_count,day_type_offday,1.0,-0.021540125193318983,0.021540125193318983,0.011985125473462328
return_count,base_value,0.001,-0.036843143694340615,0.036843143694340615,0.028392358992605202
return_count,month_weight,0.001,-0.02336635124095604,0.02336635124095604,0.018006765065556474
return_count,year_weight,0.001,-2.9687701488512257e-24,2.9687701488512257e-24,2.287817471060745e-24
return_count,hour_weight,0.001,-0.01887689234726898,0.01887689234726898,0.014547062233203248
return_count,pattern_prior,0.001,0.14867771696908064,0.14867771696908064,0.11457521511758273
return_count,corrected_pattern_prior,0.001,1.0276440196559913,1.0276440196559913,0.7919312793918447
return_count,day_type_weekday,0.001,0.02111739920122364,0.02111739920122364,0.016273659600969253
return_count,day_type_offday,0.001,-0.021117399197679902,0.021117399197679902,0.016273659598238347
