target,feature,alpha,coefficient,importance_abs,importance_ratio
rental_count,base_value,1000.0,0.04451304877459116,0.04451304877459116,0.03282621639657941
rental_count,month_weight,1000.0,0.08935221523269152,0.08935221523269152,0.06589292878128657
rental_count,year_weight,1000.0,1.2629106094452167e-29,1.2629106094452167e-29,9.313353746025327e-30
rental_count,hour_weight,1000.0,0.20783675057764353,0.20783675057764353,0.1532695319112365
rental_count,pattern_prior,1000.0,0.23407719486120782,0.23407719486120782,0.17262058797474195
rental_count,corrected_pattern_prior,1000.0,0.7704035694021547,0.7704035694021547,0.5681352991558729
rental_count,day_type_weekday,1000.0,-0.004919262745162094,0.004919262745162094,0.0036277178901414245
rental_count,day_type_offday,1000.0,0.004919262745162116,0.004919262745162116,0.00362771789014144
return_count,base_value,100.0,-0.1214936803749816,0.1214936803749816,0.06181565459817877
return_count,month_weight,100.0,-0.02763190541279175,0.02763190541279175,0.014059038425824294
return_count,year_weight,100.0,1.0453660311047384e-28,1.0453660311047384e-28,5.318793974138781e-29
return_count,hour_weight,100.0,-0.265158052940282,0.265158052940282,0.13491169716723264
return_count,pattern_prior,100.0,-0.07571118062328147,0.07571118062328147,0.03852164306969865
return_count,corrected_pattern_prior,100.0,1.3962692531392789,1.3962692531392789,0.7104180037325483
return_count,day_type_weekday,100.0,-0.03957761202039997,0.03957761202039997,0.02013698150325824
return_count,day_type_offday,100.0,0.039577612020401845,0.039577612020401845,0.020136981503259193
