target,feature,alpha,coefficient,importance_abs,importance_ratio
rental_count,base_value,100.0,-0.09798601688417356,0.09798601688417356,0.053161500564772916
rental_count,month_weight,100.0,-0.0019338167150626283,0.0019338167150626283,0.0010491762157399619
rental_count,year_weight,100.0,0.0,0.0,0.0
rental_count,hour_weight,100.0,-0.3778412487790724,0.3778412487790724,0.20499463493966655
rental_count,pattern_prior,100.0,-0.1866934404539109,0.1866934404539109,0.10128897730236269
rental_count,corrected_pattern_prior,100.0,1.1698644477993845,1.1698644477993845,0.6347002509134523
rental_count,day_type_weekday,100.0,-0.0044286550037662825,0.0044286550037662825,0.0024027300320024775
rental_count,day_type_offday,100.0,0.004428655003767582,0.004428655003767582,0.0024027300320031823
return_count,base_value,0.001,0.0015579279551719556,0.0015579279551719556,0.0006597912831497215
return_count,month_weight,0.001,0.45175972807319636,0.45175972807319636,0.19132279491568946
return_count,year_weight,0.001,1.103322694732238e-23,1.103322694732238e-23,4.6726338921445395e-24
return_count,hour_weight,0.001,-0.21126938463588116,0.21126938463588116,0.08947377695894453
return_count,pattern_prior,0.001,-0.2757293969591348,0.2757293969591348,0.11677295603934824
return_count,corrected_pattern_prior,0.001,1.3109637693136629,1.3109637693136629,0.5552005563843851
return_count,day_type_weekday,0.001,0.054981704586573414,0.054981704586573414,0.023285062251116873
return_count,day_type_offday,0.001,-0.05498170438881754,0.05498170438881754,0.023285062167366144
