target,feature,alpha,coefficient,importance_abs,importance_ratio
rental_count,base_value,0.001,0.14231979879733014,0.14231979879733014,0.06751503842654001
rental_count,month_weight,0.001,0.5120362264035248,0.5120362264035248,0.24290468222656758
rental_count,year_weight,0.001,0.0,0.0,0.0
rental_count,hour_weight,0.001,0.23301092868690831,0.23301092868690831,0.11053797108372183
rental_count,pattern_prior,0.001,-0.2647097699404426,0.2647097699404426,0.12557557304349432
rental_count,corrected_pattern_prior,0.001,0.8743488819349915,0.8743488819349915,0.4147820532412856
rental_count,day_type_weekday,0.001,0.04077310979236103,0.04077310979236103,0.01934234096494824
rental_count,day_type_offday,0.001,-0.04077310989458568,0.04077310989458568,0.01934234101344255
return_count,base_value,100.0,0.06691795388887285,0.06691795388887285,0.029063455871015515
return_count,month_weight,100.0,-0.11134796016140323,0.11134796016140323,0.048360063905310856
return_count,year_weight,100.0,9.41625514961052e-29,9.41625514961052e-29,4.0896187062951086e-29
return_count,hour_weight,100.0,-0.36761412141460253,0.36761412141460253,0.15966024324410796
return_count,pattern_prior,100.0,-0.3544622811688403,0.3544622811688403,0.15394820474932497
return_count,corrected_pattern_prior,100.0,1.3067003164995155,1.3067003164995155,0.5675192497411452
return_count,day_type_weekday,100.0,-0.04771744502210253,0.04771744502210253,0.020724391244545944
return_count,day_type_offday,100.0,0.04771744502211069,0.04771744502211069,0.02072439124454949
