,반납대여소번호
2234,2415
2102,4926
2397,4926
2200,3638
2146,2324
2235,2414
2112,4917
2111,3604
2307,2339
2162,2335
2167,2335
2145,2415
2099,3623
2142,2344
2514,2301
2130,2305
2157,2359
2163,2342
2370,2414
2364,2414
2495,2404
2160,2431
2140,2325
2121,2301
2416,2301
2214,2388
2144,2307
2126,2301
2415,2301
2205,2431
2124,2301
2125,2349
2186,2384
2181,2325
2508,2301
2128,2335
2137,2307
2202,3609
2215,3612
2246,2365
2506,2401
2170,2404
2251,2365
2209,2377
2323,4905
2324,4905
2207,4923
2182,2415
2314,2396
2169,2354
2208,2327
2231,2306
2386,2314
2456,3627
2194,3630
2576,3606
2668,3628
2380,4905
2217,2351
2153,2412
2218,2351
2306,3627
2154,2429
2155,2359
2457,3627
2419,4928
2166,2415
2250,2302
2422,4928
2369,2419
2252,2365
2254,3612
2256,2384
2549,2301
2550,2301
2592,2369
2308,3627
2187,2339
2197,3614
2204,2336
2678,2315
2240,3618
2358,2307
2184,2339
2602,2301
2174,2413
2211,2431
2355,2308
2754,2327
2417,3651
2203,2301
2277,2351
2408,2332
2196,3614
2598,2301
2577,2303
2237,2431
2198,2423
2305,3642
2248,2365
2191,2377
2496,2384
2428,2342
2299,3630
2295,2325
2192,2339
2573,3627
2232,3618
2288,2425
2290,2303
2537,2413
2222,2354
2379,2365
2212,3606
2338,2342
2321,4906
2274,2342
2465,3623
2395,2313
2272,4906
2210,2396
2239,2354
2242,2324
2244,2407
2470,2385
2249,2360
2270,2362
2261,2332
2319,2384
2519,2372
2400,2414
2260,2332
2980,2412
2286,2405
2477,3612
2981,2412
2377,2332
2480,2389
2271,3614
2436,2314
2247,2372
2363,3651
2236,2301
2316,2332
2312,2386
2322,2373
2392,4906
2263,2335
2403,2341
2516,3627
2267,3618
2317,2306
2427,2404
2318,2306
2467,3623
2283,2318
2349,2377
2574,3627
2297,3614
2296,2427
2275,2372
2742,2420
2391,4906
2300,2377
2327,2320
2351,2385
2399,2327
2741,2420
2414,2389
2310,4918
2374,2427
2532,2301
2280,2357
2329,2353
2430,2375
2301,2376
2303,3614
2302,2376
2411,2301
2320,2380
2356,2369
2344,2335
2348,4914
2289,3611
2328,2368
2616,2301
2459,2342
2438,2418
2334,2369
2347,2344
2343,2360
2332,2335
2432,3612
2304,2419
2553,3641
2354,2348
2341,3614
2425,2404
2615,2414
2365,4926
2367,4926
2389,2394
2361,2382
2398,2431
2396,2431
2401,3606
2330,2335
2353,2342
2371,2321
2378,2412
2394,2302
2423,2331
2387,2394
2606,2340
2605,2340
2357,2396
2368,4917
2346,2301
2759,4907
2366,2302
2360,2314
2665,4926
2421,2306
2388,2303
2433,2410
2384,2376
2451,2336
2385,2376
2444,2365
2699,2429
2407,2382
2393,2431
2471,2382
2382,2375
2426,3610
2772,3637
2472,2382
2694,2404
2478,2429
2443,2365
2453,2412
2627,2365
2412,4906
2454,2412
2527,2306
2405,2307
2431,2308
2663,4926
2442,2360
2544,2420
2591,2423
2824,4919
2464,2390
2479,2382
2373,2369
2410,4913
2545,2420
2383,2407
2434,2382
2502,2394
2463,2431
2642,2301
2402,2301
2420,2349
2611,2423
2424,2333
2539,3627
2786,2301
2641,2301
2441,2301
2557,3612
2406,3634
2487,2369
2418,2373
2435,2328
2517,2349
2838,2318
2839,2318
2462,3646
2458,2325
2446,2327
2510,2301
2449,3641
2445,2327
2562,2331
2475,2313
2476,2313
2439,3615
2964,3630
2448,3629
2594,2341
2429,3630
2452,3629
2469,2369
2654,4903
2554,2369
2555,2369
2962,3630
2482,2331
2473,4918
2558,2307
2561,2307
2486,2415
2511,2423
2460,2404
2450,3651
2447,2342
2501,2413
2490,2384
2651,2302
2524,2356
2529,3627
2466,2406
2706,3636
2590,2431
2559,2307
2563,2307
2791,2326
2485,2325
2468,2335
2601,3616
2551,2404
2967,3643
2494,2332
2891,2427
2488,2306
2491,2306
2509,4906
2535,2407
2507,4906
2503,2423
2543,2407
2568,2306
2567,2306
2566,3614
2531,4902
2530,3614
2492,2362
2499,2431
2632,3614
2484,2313
2631,3614
2648,2342
2621,2419
2572,2387
2701,2396
2564,2409
2523,3618
2688,2324
2526,2405
2861,4925
2878,4925
2515,2321
2536,2358
2534,2358
2518,2311
2685,2324
2656,2387
2556,3618
2522,3628
2542,2348
2669,3628
2681,2301
2540,4929
2614,2302
2630,2418
2583,3642
2588,2306
2533,4918
2603,2407
2708,2341
2617,2384
2520,2369
2778,2396
2521,2410
2548,2404
2604,2407
2584,3630
2585,3630
2525,2410
2722,2301
2552,2415
2664,2301
2599,2369
2560,2409
2939,2301
2719,2301
3013,2413
2586,2414
2705,2405
2541,4918
2748,4906
2546,3618
2679,2384
2726,4907
2703,2405
2671,2371
2609,3612
2610,3612
2589,2387
2575,2329
2689,2342
2580,2412
2587,3651
2675,2412
2596,2431
2569,2429
2935,2314
2582,2308
3079,2431
2607,2431
2613,2408
2636,2302
2764,2301
2600,4928
2581,4906
2934,2314
2787,4911
2638,2419
2633,2306
2634,2306
2593,2405
2650,2372
2612,2426
2624,2308
2709,2308
2713,2308
2647,3624
3016,2382
2823,4919
2774,2301
2639,2387
2623,2335
2655,4919
2673,2387
2710,2330
2626,2372
2608,2371
2924,3614
2676,2431
2683,2365
2745,2369
2927,3614
2625,2311
2746,2369
2637,2309
2649,3651
2811,2301
2658,2387
2682,2365
2618,2315
2734,2315
2733,2315
2644,2307
2640,2331
2889,3627
2830,2301
2827,2301
2667,3651
2653,2427
2775,2381
2727,2415
2702,2401
2643,2307
2661,2372
2773,2301
2771,2301
2635,4926
2657,2404
2670,2413
2645,2315
2867,3627
2911,2370
2652,4928
2761,2423
2666,4913
2740,3609
2794,3623
2724,2332
2712,3615
2802,2321
2677,4923
2646,2320
2660,2414
2693,2431
2863,2418
2753,4902
2672,3612
2796,2389
2697,2328
2674,3612
2714,2387
2700,3612
2659,2324
3086,2390
2691,2369
2730,3636
2690,2369
2662,4926
2978,3628
2692,2422
2991,4924
2686,3644
2800,4902
2695,2308
2765,2301
2696,2308
2687,3644
2684,2308
2704,2370
2707,3614
3102,2330
2757,2415
2715,2369
2716,3628
2698,2373
2875,4926
2768,3636
2725,4918
2718,3618
2717,2363
2877,4926
2721,2330
2804,2429
2815,2303
2735,2376
3228,2320
2813,2306
2750,2340
2755,3615
2829,4907
2729,2422
2895,4915
2749,2412
2711,2327
2743,2377
2732,2377
3198,2377
3200,2377
2731,2301
2738,2421
2906,4906
2737,2344
2751,2403
2752,2403
2860,2324
2736,2344
2782,2384
2893,2351
2728,2421
2747,2313
2882,4918
2826,2423
2833,3629
2847,3612
2987,3627
2961,4917
2744,2422
2767,2414
2820,2360
2779,2332
2739,2429
2763,2403
2985,2301
2982,2301
2758,2431
2905,2368
2792,4902
2801,4923
2814,3612
2943,2315
2937,2315
2769,2414
2785,2423
2835,2353
2885,2351
5629,2324
5842,4905
5896,2411
5695,3646
5621,3623
5672,2382
5652,2384
5653,2384
5715,2303
5703,3614
5659,2339
5681,4914
5698,2333
5616,2394
5670,2303
5688,2423
5658,2412
5661,4906
5940,2416
5662,4906
5742,2301
5850,2387
5794,2325
5790,3611
5789,2325
5677,2334
5771,2344
5627,2332
5710,2351
5640,3618
5866,2328
5642,2348
5648,4906
5682,4914
5665,3651
5735,4914
5793,2377
5722,2370
5942,3648
5683,2369
5926,2307
5654,4907
5684,2334
6074,3636
5725,4911
5668,2309
5655,3609
5656,2372
5864,2301
5650,2359
5749,4917
5705,2306
5745,2384
5929,2426
5714,2377
5849,2340
5680,2340
5847,2340
5657,2384
5933,2426
5731,4926
5679,2411
5694,2321
5701,3627
6080,2301
5713,2377
5912,2413
5723,3604
5854,2301
5702,2339
5737,2405
5673,2414
5952,3627
5754,2332
5753,2359
5692,2303
5712,2332
5867,2301
6146,2413
5744,2301
5950,2315
6144,2413
5923,2403
5687,3609
6016,2306
5711,2407
5775,3646
6015,2306
5699,2336
5851,2324
5716,3604
6355,2334
6019,2306
5704,2341
5730,2418
5734,2320
5769,2320
5826,4906
5773,2430
6348,2334
5938,2359
6079,2301
6030,3611
5717,3647
5706,4901
5707,2340
5908,4908
5997,2342
5743,2404
6029,3611
5759,3618
5828,3651
6271,2404
5732,4926
5762,3627
5807,4918
6053,2340
5766,2362
5916,2414
5721,2357
5934,3612
5733,4926
5787,2335
5727,2324
5781,3618
5918,2315
5889,3627
5814,2358
6048,3614
5784,4906
5741,2344
5776,2320
6058,2401
5750,4913
5808,2375
5752,2423
5792,4906
5774,2389
5859,3636
5747,2431
5726,2384
5748,2312
5856,2320
5810,2359
5768,2331
5764,2331
6198,2302
6013,2340
6240,2409
6014,2328
5778,2329
5761,3611
6200,2372
5834,2354
6120,4906
6123,4906
6283,4926
5770,4929
5800,2406
5756,2405
5777,2325
5813,2348
6158,2404
5955,2311
5806,2302
5798,2302
5797,2302
6270,2404
5799,2314
6006,2340
5852,4908
5953,2384
6076,2365
5840,2356
5924,2315
6117,2404
5816,2431
5803,2335
5782,4919
5931,4918
5932,4918
6178,2427
5779,2302
6059,2360
6338,2340
5972,2403
5845,4924
5848,2307
5964,2334
5820,2348
6157,2413
6223,2407
6350,3644
5805,2420
5915,2377
6244,2407
5809,3614
6239,2407
6256,3628
5818,2372
5819,4906
5823,3614
5846,2377
5791,2327
5869,2404
5987,4901
6171,2413
5868,3614
5836,4915
5872,2327
6107,3627
5833,2302
5841,2388
5860,4902
5801,2302
5832,2321
5811,2415
5890,4914
5943,2326
5913,2326
5830,2307
5839,2415
5817,2307
6209,2372
6569,2372
5829,2307
6095,2321
5959,4914
6023,2370
5862,2415
5909,3612
5914,3612
6032,2340
5831,2372
6508,2372
6174,4905
6102,2320
5919,2384
6505,2372
5963,2373
5879,3614
5897,2315
6100,2320
6105,3627
5843,2336
5899,2408
6090,2362
5865,3627
6199,2372
6504,2372
5835,2372
5871,4919
6092,2362
6007,2307
5837,2394
5894,3651
5922,4909
5921,4909
5954,2389
5885,3647
5951,2426
6038,2306
6402,2353
6044,2301
6045,2301
6176,2332
6163,2414
5906,2415
5855,2311
5874,2341
5910,3638
5877,2339
5977,2308
6405,2353
6320,3627
6401,3627
5930,2377
5887,3637
5870,3637
5901,2430
5957,2356
6404,3627
5902,2430
6011,2382
5928,2370
5900,2314
6004,2423
6237,3651
6041,2401
5873,2420
5878,3637
5907,4917
5904,2323
5946,2306
6172,2332
5903,2323
5905,2362
5893,2339
6254,2342
5996,4907
5895,3629
6003,3651
5986,3610
6259,2385
5982,4916
6272,2385
6263,2301
5935,2351
5888,3614
6230,2375
5939,2312
5891,3637
6085,4926
6002,3651
6597,3627
6165,2414
6062,3644
6235,3651
5917,2362
6184,2408
6579,2372
6086,4926
5983,2358
5944,2335
5920,4911
6047,2384
6536,2340
5941,3651
5927,2412
5911,3618
5948,2409
6025,2388
5991,3618
5976,2382
6009,2306
5925,2365
5978,3644
5981,2365
6799,3606
5949,2414
6139,2318
6436,2396
5947,2403
5989,2315
6388,4923
5993,2385
6005,2306
5967,2333
5985,3614
6289,3606
5974,3651
6022,3651
6024,3651
5995,3614
5937,2365
6000,2325
6055,2404
6057,2404
6010,2306
5971,2401
5958,2308
6096,2384
5962,2382
6381,2377
5973,2360
5999,4928
6001,4906
6042,2381
6088,2411
6361,2413
6069,2303
5961,2340
6364,2413
6203,2414
6351,3651
5960,2409
6054,4923
6017,2333
5980,2359
5992,4929
6063,2390
5990,3628
6028,2384
6138,3630
6241,3651
6097,2301
6026,2384
6008,2333
5994,2413
6443,3651
6052,2365
6219,2348
6124,2396
5984,2303
6121,2396
6046,2370
7340,2372
6297,2413
6150,2314
6036,2384
6050,2365
6075,4902
5998,2381
6422,2413
6040,2360
6027,2419
6051,2414
6534,3606
6091,4923
6593,2356
6195,2324
6081,2306
6077,4902
6031,2372
6039,4903
6056,2333
6367,3638
6487,2365
6037,3638
6423,2413
6426,2413
6118,2332
6020,2301
6119,2332
6187,3615
6514,2301
6033,2431
6018,3623
6188,3651
6071,3636
6190,3651
6072,2413
6067,2362
6513,2301
6070,2407
6126,2325
6160,3612
6060,4908
6317,2431
6316,2431
6049,2342
6476,2359
6250,2372
6064,2334
6183,2385
6252,2372
6073,2348
6106,3614
6068,2420
6122,2302
6104,3602
6179,2404
6377,3640
6305,4903
6269,2301
6182,2404
6268,2301
6302,4903
6115,3616
6110,2302
6140,2342
6208,2428
6078,2431
6114,2365
6384,2358
6087,2381
6141,2306
6226,2413
6585,2344
6084,2383
6135,2332
6089,2337
6125,3604
6360,3642
6082,3627
6229,2413
6136,2342
6143,2427
6094,2384
6247,4905
6537,2431
6109,2403
6108,2306
6276,3628
6185,2407
6113,3614
6128,4914
6083,3629
6167,2407
6093,3636
6415,2413
6354,2328
6156,2386
6131,2369
6425,3627
6212,3606
6129,2312
6822,2321
6152,2360
6543,3606
6134,2331
6196,2373
6101,3636
6220,4905
6368,4903
6232,2429
6370,4903
6142,2331
6639,2431
6228,2429
6112,3636
6154,4902
6344,2369
6111,2429
6233,2404
6116,2360
6313,2403
6314,2403
6395,2385
6133,2388
6151,3651
6641,2431
6148,2419
6236,2404
6130,2420
6164,2360
6159,2387
6211,4923
6155,2320
6127,3636
6161,2416
6258,3606
6145,2332
6231,2357
6166,4915
6202,2413
6242,2314
6210,4906
6147,2330
6260,3606
6137,2387
6225,2340
6149,2341
6153,3636
6397,4906
6277,2418
6315,2306
6197,2306
6282,2429
6186,2423
6986,2407
6201,2364
6162,2324
6391,2384
6413,2403
6180,2308
6194,2409
6284,2387
6295,4916
6321,2403
6181,2419
6189,2427
6168,2308
6227,2340
6640,2319
6292,4924
6169,2327
6170,2327
6325,2403
6193,2405
6192,2405
6262,2377
6224,2389
6205,2306
6323,2342
6375,2375
6285,2377
6649,2404
6264,2429
6204,4923
6266,2429
6207,3647
6222,2387
6221,2387
6286,2407
6331,2344
6562,2358
6213,2372
6326,2360
6696,2385
6281,2415
6392,2308
6255,2409
6253,2415
6267,2429
6328,3618
6337,2369
6248,2415
6265,2429
6218,3604
6216,2369
6214,2431
6528,2428
6215,2416
6217,2384
6280,2350
6251,4914
6238,4902
6424,2354
6206,2429
6246,2407
6278,3604
6439,2413
6245,2380
6347,2301
6340,3634
6234,2320
6311,2427
6273,4918
6356,2369
6510,3638
6322,2342
6243,2405
6257,3627
6564,4907
6563,4907
6249,4914
6275,2321
6319,2414
6307,3611
6373,2382
6299,2389
6274,2413
6308,2302
6303,2423
6980,2407
6279,2404
6287,2340
6291,2415
6306,2423
6294,2369
6293,2369
6298,2331
6475,2306
6290,4914
6341,2363
6304,2430
6456,2341
6365,2324
6462,2335
6309,2370
6339,2363
6398,2339
6495,2319
6454,2377
6329,2419
6783,2323
6523,3634
6369,4903
6387,3627
6421,2301
6349,3642
6333,2419
6288,3623
6468,3627
6560,2417
6467,3627
6725,3637
6427,2362
6332,2419
6324,2423
6296,4928
6318,2416
6300,2415
6545,2335
6346,2404
6372,2377
6330,2333
6335,2375
6602,2380
6461,2335
6301,2429
6600,2380
6408,2418
6312,3623
6477,2408
6407,2418
6336,2327
6310,2339
6399,2377
6385,2429
6648,2419
6400,2377
6376,2329
6520,2401
6386,2429
6428,2352
6849,2413
6382,2356
6458,2387
6366,3651
6327,2429
6466,2403
6362,2431
6343,2416
6353,2325
6342,2301
6357,3628
6334,2327
6566,3618
6618,2413
6480,2319
6406,2401
6359,2330
6498,2419
6352,2312
6449,3628
6450,3628
6345,2339
6380,2429
6379,2354
6378,2354
6473,2344
6527,2340
6692,2301
6686,2301
6687,2301
6358,2307
6394,2419
6434,2415
6578,3651
6389,2384
6374,4917
6419,4911
6396,2419
6390,2351
6363,2431
6703,2306
6371,2413
6411,2335
6412,2415
6383,4926
6403,2314
6556,2330
6509,2363
6512,2407
6417,2428
6430,2357
6474,2321
6478,2420
6590,2306
6438,2313
6506,3638
6437,2339
6769,2382
6393,2407
6420,2403
6517,3614
6440,2369
6465,2301
6529,2353
6418,2369
6442,2369
6457,2302
6893,2308
6444,2308
6409,2353
6431,4923
6410,2353
6715,2301
6502,4918
6714,2301
6414,2353
6448,2324
6433,2325
6625,2418
6416,2353
6511,2407
6612,3627
6809,2369
6429,3627
6531,2372
6432,2325
6825,2353
6820,2353
6636,2301
6540,2407
6603,2404
6637,2301
6515,2403
6716,3604
6453,2431
6492,2404
6735,3638
6525,2413
6858,2429
6623,3627
6500,2409
6491,4914
6483,2409
6501,2409
6522,2413
6611,3627
6482,2396
6470,2373
6459,2409
6435,2315
6674,2334
6490,2420
6472,2315
6471,2315
6460,2369
6469,2344
6489,2420
6479,2427
6441,2408
6555,2335
6507,3638
6445,2408
6524,2413
6446,2405
6760,3640
6447,2372
6481,2427
6452,2408
6455,2405
6451,2408
6609,2431
6679,2308
6464,2408
6463,2408
6621,2314
6547,3636
6548,3636
6486,2325
6497,2331
6496,3615
6631,2429
6630,2429
6532,3624
6488,2423
6521,2344
6494,2431
6554,2423
6519,3636
6535,2341
6541,2362
6577,3627
6634,2301
6550,2313
6493,2431
6549,2313
6546,3651
6582,2381
6526,2415
6744,2389
6581,2419
6484,2369
6499,2412
6485,2369
6673,2428
6671,2428
6613,2384
6533,2363
6503,2388
6573,3623
6728,2362
6628,2403
6601,4913
6730,2313
6561,2421
6530,2420
6731,2313
7196,2319
6518,2398
6870,2384
6516,2388
6729,2362
6678,2429
6813,2324
6544,2422
6616,2349
6539,3636
6570,2314
6553,2377
6559,2418
6922,2320
6575,3623
6538,2325
6557,2405
6923,2320
6567,2377
6643,3612
6542,2429
6576,2308
6551,4923
6565,2337
6552,2310
6571,2382
6588,2384
6707,3628
6589,2384
6704,3628
6574,3629
7124,2344
6587,2348
6642,2310
6770,2329
6580,2403
6568,2308
6615,2329
6572,2332
6558,3606
6592,4929
6931,3644
9511,2332
9443,2360
9452,2394
9502,2357
9496,2414
9756,2375
10086,2368
9464,2382
9487,2380
9796,2301
9436,2415
9409,2365
9893,2410
9623,3627
9457,2370
9896,2410
9417,4906
9967,3651
9449,3643
9683,2362
9426,4906
9507,2409
9648,3614
9434,2301
9630,3651
9689,2359
9578,2394
9633,3651
9621,3641
9660,2342
9750,2308
9532,3618
9517,2385
9503,2385
10000,2344
9541,3629
9534,2342
9473,3604
9646,2418
9631,3651
9547,4923
9494,2384
9581,2404
9589,2306
9527,2385
9632,2324
9782,3642
9643,4902
9604,2412
10084,2368
9838,2429
9455,3616
9761,2420
9509,2335
9472,3606
9544,2377
9863,4926
10240,2421
10215,4907
9757,3618
9758,3618
9554,2324
10211,4907
10233,2421
9474,4903
9557,3618
9512,2411
9649,2320
10008,2373
10210,4907
9515,2350
9727,3651
9697,2375
9471,2394
9597,2394
10212,4907
9480,4906
9789,2408
9491,3637
9492,3606
10203,2426
9570,2396
9600,2302
9582,2408
10078,2314
9592,2384
9925,3623
9526,4909
10213,4907
9605,2302
9941,2325
9627,2418
9864,3606
9530,2357
9815,4901
9550,2431
9751,2301
9553,3615
9549,2387
9736,2301
9538,2422
9542,2422
9535,2303
9814,4901
9516,2348
9603,2416
9528,2313
9820,2428
9555,4914
9615,2429
9616,2429
9543,4907
9545,4907
9907,2301
9889,2308
9587,3646
9552,2350
9920,2301
9626,2421
9654,2377
9579,2318
9653,2377
9780,2413
9645,2419
9906,2342
9546,2301
9548,2336
9551,2313
9709,3637
10073,2364
9565,2404
9763,2413
10071,2364
9608,4902
9558,2427
9593,2302
9602,2336
9662,2302
9611,2384
10024,2306
9799,3630
9588,2415
9828,2384
9568,2332
9827,2384
9569,3612
9661,2341
9612,2389
9908,2301
9676,2404
9943,4926
9844,2365
9598,2320
9822,3641
9900,2362
9590,2313
9680,3634
9673,2404
9618,4928
9921,2344
9802,2413
9655,2423
9639,2404
9706,2376
9801,2414
9986,2429
9946,4926
9596,2373
9708,2376
9647,2427
9619,3643
9728,2306
9731,2306
9644,2302
9607,3651
9601,2406
9771,2423
9988,2429
9617,2372
9753,3606
10057,2314
9765,3616
9741,3624
9711,4905
9950,2370
9614,2409
9840,2431
9754,3606
9622,2342
9700,2350
9684,2385
9875,2307
9734,3614
9715,2327
9669,2429
9829,3642
9876,2307
9718,2381
9642,4928
9775,2404
9652,2413
9628,2329
9948,3627
9698,2360
9784,3624
9638,2389
9685,2370
9897,3644
10238,2315
9671,2363
9703,3609
9961,2396
9902,2313
9675,2325
10113,3609
10194,2315
10058,2306
9712,2342
9747,2431
10226,2377
9663,4902
9805,2340
9674,2431
9690,2394
9899,2340
9730,2375
9693,2335
10248,2415
9994,2396
9704,2376
9723,2342
9682,2384
9681,2306
9909,2422
10225,2315
9841,3649
10104,3627
9668,4923
9714,2303
10126,3606
9935,2332
10119,3606
9936,2332
9665,4914
9664,2388
9774,4926
9695,2423
9769,2313
9672,2327
9666,2385
9726,2342
10107,3627
9740,3643
9694,2423
9742,4902
10034,2335
9826,2384
10007,2301
9853,2305
10218,2315
10145,2301
9733,2327
9776,2423
9691,2405
9737,2405
9688,3606
10671,2420
9755,2342
9699,2420
9781,2423
9686,2384
9759,2308
9911,2372
9923,4905
10352,2368
9760,2350
9749,2342
9767,2416
9745,2403
9938,3628
9743,2404
9729,2425
9779,2370
9773,2423
9739,2422
10059,2342
9772,2304
10196,2340
9807,2340
10370,2315
9768,2331
10026,2314
9748,4913
9809,2302
10195,2340
9732,4929
9877,2423
9764,3604
9725,3651
9855,2337
9746,2415
9803,3611
9850,2403
10949,4902
10081,3651
9836,2409
9787,2390
9797,3602
9957,2344
9860,3642
9848,2403
10065,2301
9735,2342
10080,3651
9846,2385
9806,3606
9738,2377
9937,2429
10377,3606
10368,2377
10093,2423
9766,4923
9999,2425
9997,2425
9866,3611
9952,2363
10309,2414
10369,2377
10134,2375
10305,2414
10132,2375
9933,2380
10378,3606
9783,3614
9865,2362
9788,3640
9786,2302
9842,2376
9762,4906
10103,2415
10064,2301
9798,2404
9981,2431
9813,2418
9954,2363
10106,2324
9795,3628
9785,2318
9770,2331
9884,2414
9794,3628
9858,4903
9934,2357
9861,4903
9843,4918
9830,3651
9831,2408
10266,2365
9778,2304
10069,2327
9880,4923
9808,2415
10005,4926
9837,4918
10120,2337
9835,2306
9852,3609
9823,4923
9983,3618
9869,2421
9878,2351
9804,2382
9821,2301
10386,3627
9854,3609
10009,2335
10087,3630
10038,4905
10125,2337
9824,4923
9825,4902
9811,2306
9818,2332
10241,4908
9800,2301
9819,2376
10204,3630
10332,2403
9812,2321
9817,2416
9810,3644
10304,2369
10986,2422
10006,2368
9845,2384
10025,3614
9856,2357
10398,2377
10110,2340
9832,2340
10295,2325
9904,2335
10033,3644
10389,3604
9816,3644
9849,3636
10090,4925
10036,2315
9924,4911
9910,2303
10666,2407
9973,2426
9872,2330
9916,2307
9894,3642
9960,4919
10035,2315
9901,2326
9870,2375
9833,2307
10072,2414
9928,3651
10010,2335
9851,2329
10070,2414
10049,2354
9891,2415
10138,2315
10066,2321
9834,2335
9903,2339
9931,2328
9859,2431
10112,4907
9847,2427
9885,2384
10108,2340
9867,2340
9868,2415
9883,2415
10018,2419
9839,4906
10048,2408
10022,3628
10189,2301
9949,2342
10137,2315
9898,2306
9882,2427
9857,3627
9888,4911
10164,3627
10095,2301
9881,4908
9887,3636
9914,2302
9890,2333
10463,2413
9962,3602
9917,3611
9886,2303
10209,2396
10447,2325
10229,2383
9879,2415
9930,2422
10045,2356
9974,2301
9926,2427
10127,3612
9942,2377
10050,3651
9913,2385
10258,2384
9955,2320
10395,3636
10200,2301
9984,2409
10239,2325
10159,2373
9929,3612
10017,2431
10004,3614
9971,2421
9932,4925
9956,2370
9939,2306
9953,3651
9968,3614
10408,4907
9895,2431
10032,2430
9944,3614
9972,2331
10003,2375
9905,2377
10100,2301
10011,2335
10142,2410
10013,2311
9985,2303
9912,4903
10254,2385
9975,2306
10306,3627
9970,2306
9966,2429
9963,3614
9947,2332
10040,2387
10083,2381
9996,2303
10054,2340
10147,2315
10146,2315
10307,3627
10154,2303
10450,2372
9945,2383
10162,3643
10163,3643
9989,2377
10149,3606
10178,2410
10150,3606
10039,3644
10002,2375
10027,2314
9940,4906
9965,2394
10068,4913
10454,2372
9991,3614
10579,2327
9976,2416
9995,2329
9951,3618
9977,2420
10148,2340
10023,2353
10805,2308
10580,2327
10325,3636
10001,2363
10245,2351
10030,2372
10160,2314
10489,2429
10047,2409
10109,2388
10052,2384
10044,2340
9987,2372
10014,2356
10016,2403
10041,2423
10174,2324
10173,2324
10344,2362
10342,2362
10031,2388
9978,4926
9979,3651
10262,2314
10015,2385
10261,2314
10265,2314
10019,2369
10094,2336
10029,2377
9993,2420
9990,2305
10351,2431
10511,4923
10043,2384
9998,4907
10062,4905
10067,4905
10042,4902
10037,4925
10053,2319
10129,2419
10553,2412
10028,2372
10296,2384
10102,2414
10131,2419
10179,2377
10322,2335
10051,3612
10128,2353
10082,3641
10420,4902
10180,2369
10495,2413
10063,3648
10074,2418
10076,2409
10371,3627
10297,2307
10099,2423
10379,2309
10056,2354
10376,2309
10143,3630
10172,2428
10170,2428
10060,4917
10270,4913
10061,2302
10806,2308
10116,2341
10299,2326
10198,2415
10578,3651
10183,3634
10122,2302
10097,3649
10114,3604
10115,2386
10152,2423
10136,2369
10101,2342
10088,2403
10135,4918
10140,2414
10096,4914
10118,2369
10333,2331
