target,alpha,split,rmse,mae,r2
rental_count,0.001,train,1.765673187031802,1.2542253965785448,0.3795460084953802
rental_count,0.001,valid,1.7012603839039666,1.2040504171766173,0.39702067751765835
rental_count,0.001,test,1.4762990049896274,1.0655756060143857,0.37577292133834994
return_count,100.0,train,1.8596808989262048,1.3264284965669817,0.4398191905390023
return_count,100.0,valid,1.7442207674074635,1.2557263149642073,0.43821806026946963
return_count,100.0,test,1.5403122408328735,1.122116041601675,0.42057653296392683
bike_change_from_predictions,,test,1.8011291731742924,1.2770554152682458,0.26891347862583037
bike_change_from_predictions,,train,1.977416821559905,1.3966728095397543,0.2260176782549933
bike_change_from_predictions,,valid,1.9095739647793561,1.351322211529954,0.19182580124028292
