target,alpha,split,rmse,mae,r2
rental_count,1.0,train,1.360522341611797,0.956741454667677,0.2785601188455601
rental_count,1.0,valid,1.4436974914926268,1.0049290963877537,0.33396395635314136
rental_count,1.0,test,1.3081705668059345,0.902568997796742,0.28838429713646063
return_count,1000.0,train,1.383371940610091,0.9591137640089685,0.30999887172177876
return_count,1000.0,valid,1.4804995979967017,1.0657519614235538,0.2879902035461568
return_count,1000.0,test,1.3948816104620834,0.9992812829326795,0.21908804333498655
bike_change_from_predictions,,test,1.6727096971928495,1.116432471572171,0.051898992521651977
bike_change_from_predictions,,train,1.472897717300663,0.982014189007926,0.03223459166841858
bike_change_from_predictions,,valid,1.6853512024382977,1.1443589248835215,0.03941421322863792
