target,alpha,split,rmse,mae,r2
rental_count,100.0,train,1.7748900993071943,1.2403400378433456,0.3884218540864075
rental_count,100.0,valid,1.6549175723321132,1.160839897536227,0.3770307698726607
rental_count,100.0,test,1.4562751460128545,1.0124896388517435,0.339790621581712
return_count,0.001,train,1.8052941724748772,1.2030291070528136,0.5252498238786836
return_count,0.001,valid,1.7203008723322997,1.1494781942407664,0.5577056246668506
return_count,0.001,test,1.4913049224558523,0.9917466247931193,0.523466870747455
bike_change_from_predictions,,test,1.6482801886990393,1.102559166235456,0.22649977263477794
bike_change_from_predictions,,train,1.7992162189909495,1.2168623851920874,0.24454791658403396
bike_change_from_predictions,,valid,1.8143417155006165,1.2137860338631397,0.27781592007056066
