target,alpha,split,rmse,mae,r2
rental_count,0.001,train,1.8648419595495997,1.306090291344514,0.4149957376480533
rental_count,0.001,valid,1.8681506497146774,1.2470450297325786,0.45171039934062107
rental_count,0.001,test,1.8552350349168745,1.2471434563378143,0.4154550552970371
return_count,0.001,train,2.2265259421853365,1.534329717759997,0.5561659808970147
return_count,0.001,valid,2.0870989057265694,1.4491422010033936,0.5775437306498878
return_count,0.001,test,2.013346701739382,1.405175484474302,0.4957434563017994
bike_change_from_predictions,,test,2.2626888328229224,1.5442133092318582,0.40274652387039933
bike_change_from_predictions,,train,2.152711222456961,1.5041297468469341,0.46985910431266475
bike_change_from_predictions,,valid,2.196864642426303,1.4775278494640933,0.5069089042481887
