target,alpha,split,rmse,mae,r2
rental_count,10.0,train,1.5816302853072297,1.13787873977559,0.3825467274215846
rental_count,10.0,valid,1.503711857867262,1.1006749652381367,0.3987324120464095
rental_count,10.0,test,1.3787545252692903,0.9866800007934511,0.3763672478258294
return_count,0.001,train,1.7348329244872789,1.2164633785820407,0.4408272674393944
return_count,0.001,valid,1.6330512676463598,1.1734868205615518,0.46799199811440695
return_count,0.001,test,1.4866106465156796,1.0716034007983655,0.43278959293921426
bike_change_from_predictions,,test,1.6118308409032067,1.1320437103607524,0.09824857435562262
bike_change_from_predictions,,train,1.7116981772150055,1.18385484432287,0.09503018937446783
bike_change_from_predictions,,valid,1.6864767565776002,1.1905613799158572,0.074078421352195
