station_id,mapped_dong_code,mapped_dong_name,arrival_7_10_ratio,arrival_11_14_ratio,arrival_17_20_ratio,morning_net_inflow,evening_net_inflow,subway_distance_m,bus_stop_count_300m,life_pop_7_10_mean,life_pop_11_14_mean,life_pop_17_20_mean
3609,11680655,도곡1동,0.2021531100478469,0.1852870813397129,0.2717703349282296,324.0,-674.0,380.9211484218494,40,39281.57394435705,39291.80882322161,35228.0752125855
3610,11680700,세곡동,0.1728828433523475,0.2022817025010969,0.258446687143484,-69.0,-153.0,1704.744163170399,36,46016.29151874145,40696.17679541724,42582.81225133379
3611,11680700,세곡동,0.2802642444260941,0.1582163501238645,0.2559867877786952,380.0,-194.0,1722.434165015155,28,46016.29151874145,40696.17679541724,42582.81225133379
3612,11680700,세곡동,0.2076284220239926,0.1825592125499846,0.3162103968009843,1210.0,687.0,2148.2378396119357,28,46016.29151874145,40696.17679541724,42582.81225133379
3614,11680600,대치1동,0.1867175976702847,0.2245754699141484,0.289663779736016,1576.0,501.0,484.3137847604151,28,27048.917656600548,28649.684428112178,33072.03014121067
3615,11680531,논현2동,0.0981607357057177,0.2097161135545781,0.3516593362654938,-910.0,-5.0,87.21643769317132,32,48771.59621426129,62230.2112386115,48357.27645215458
3616,11680650,역삼2동,0.0943298969072164,0.2034364261168385,0.3190721649484536,-496.0,357.0,316.10926862433615,24,58832.34507924077,63507.11466898085,51546.29168211355
3618,11680700,세곡동,0.119589345172031,0.1754300776914539,0.3657741398446171,-1275.0,1937.0,1493.9413579676543,44,46016.29151874145,40696.17679541724,42582.81225133379
3620,11680565,청담동,0.0586466165413533,0.1421052631578947,0.4383458646616541,-1761.0,-588.0,155.02065236544613,32,44485.18132588919,53001.089906737354,42721.22389463064
3621,11680610,대치2동,0.3089731729879741,0.2303422756706753,0.2146160962072155,355.0,-979.0,708.6609758828857,28,54042.53933621752,64417.24090506156,55294.00449155267
3622,11680610,대치2동,0.1573250869733281,0.1789717819868573,0.2978353304986471,-170.0,285.0,646.6480548216396,32,54042.53933621752,64417.24090506156,55294.00449155267
3623,11680730,일원1동,0.1355846774193548,0.1629704301075268,0.3892809139784946,-407.0,723.0,668.6767373497405,8,15228.157974316004,14695.19305475376,14142.947929582764
3624,11680670,개포2동,0.0830198143967895,0.2019061951341861,0.3338349636318033,-850.0,-57.0,136.29620863218736,43,33161.69160892613,29830.0458876197,29875.256968433652
3627,11680545,압구정동,0.0967916171545857,0.1419466349789348,0.3711245543912714,-240.0,1177.0,386.32526150246906,0,40653.44209463064,53924.654357660744,48026.726367510266
3628,11680640,역삼1동,0.2947342519685039,0.2081692913385826,0.2191437007874015,3461.0,-1337.0,470.43228207177975,8,112062.8253233242,150148.66741761286,117683.77599746925
3629,11680565,청담동,0.2792384406165004,0.1583991710918275,0.1927211501100893,1708.0,253.0,659.6319661547286,28,44485.18132588919,53001.089906737354,42721.22389463064
3630,11680690,개포4동,0.1169135983570485,0.1031245415872084,0.4053102537773214,-1590.0,723.0,1151.9462172816457,40,16659.15076863885,15720.087848119014,14737.072746306429
3634,11680690,개포4동,0.1388828039430449,0.1432639649507119,0.3001095290251916,-463.0,179.0,990.2948851676472,28,16659.15076863885,15720.087848119014,14737.072746306429
3636,11680590,삼성2동,0.1536952256376716,0.2056432775857236,0.3070167242829113,-547.0,337.0,156.72781006518258,12,43883.83807841997,47708.349203659374,38582.2189622435
3637,11680700,세곡동,0.1294625343271871,0.1684974499803844,0.2738328756375049,-363.0,171.0,2398.4027049176902,12,46016.29151874145,40696.17679541724,42582.81225133379
3638,11680565,청담동,0.1386732052853834,0.146029151341779,0.2991418062934205,19.0,33.0,967.898813396328,4,44485.18132588919,53001.089906737354,42721.22389463064
3640,11680730,일원1동,0.2332962138084632,0.1786609131403118,0.249652004454343,158.0,-136.0,829.0634448917097,28,15228.157974316004,14695.19305475376,14142.947929582764
3641,11680730,일원1동,0.2988394584139265,0.1598323662153449,0.2696969696969697,760.0,-1717.0,46.01523666178819,32,15228.157974316004,14695.19305475376,14142.947929582764
3642,11680700,세곡동,0.0585126462816157,0.1174027935069837,0.4031710079275198,-4717.0,-1141.0,1493.6372457873142,8,46016.29151874145,40696.17679541724,42582.81225133379
3643,11680700,세곡동,0.1790247745776065,0.1625667512912544,0.3253961306136742,-630.0,698.0,1534.1276174416805,32,46016.29151874145,40696.17679541724,42582.81225133379
3644,11680720,일원본동,0.0854596295001747,0.1843760922754281,0.3175463124781545,-1768.0,-1044.0,364.79683251335905,16,26030.51044035568,24286.366290218877,20233.524569528046
3646,11680640,역삼1동,0.1055010330578512,0.1778150826446281,0.3774535123966942,-759.0,259.0,122.42952472301587,32,112062.8253233242,150148.66741761286,117683.77599746925
3647,11680670,개포2동,0.3711725168035847,0.1349887976101568,0.2897684839432412,272.0,-822.0,61.64599951375845,28,33161.69160892613,29830.0458876197,29875.256968433652
3648,11680670,개포2동,0.1671428571428571,0.1675,0.26,-57.0,-14.0,145.90520294220124,20,33161.69160892613,29830.0458876197,29875.256968433652
3649,11680670,개포2동,0.3538402011994583,0.1240085122847746,0.3315921841748888,45.0,-504.0,90.66079154134238,24,33161.69160892613,29830.0458876197,29875.256968433652
3651,11680670,개포2동,0.0902458524885068,0.1845392764341395,0.3614331401159304,-2096.0,1310.0,20.18194194156666,28,33161.69160892613,29830.0458876197,29875.256968433652
4901,11680610,대치2동,0.3477487097348282,0.2196120306104289,0.2190781277807439,77.0,-489.0,258.1762679262916,20,54042.53933621752,64417.24090506156,55294.00449155267
4902,11680640,역삼1동,0.2894633507853403,0.1796465968586387,0.2216623036649214,1085.0,-767.0,651.2003108238803,20,112062.8253233242,150148.66741761286,117683.77599746925
4903,11680510,신사동,0.2556423611111111,0.2039930555555555,0.2743055555555556,796.0,-412.0,330.85930235003264,16,34711.2626499658,47294.58111371408,44266.38985273598
4905,11680610,대치2동,0.2858651274109531,0.2468675207658735,0.2381388145853864,2698.0,418.0,327.5313301259748,16,54042.53933621752,64417.24090506156,55294.00449155267
4906,11680610,대치2동,0.2747419331552732,0.2317187612791453,0.2461921605428427,4392.0,-482.0,293.971876079713,40,54042.53933621752,64417.24090506156,55294.00449155267
4907,11680510,신사동,0.1373025516403402,0.1713244228432563,0.3350112827634091,-686.0,206.0,272.139869903092,24,34711.2626499658,47294.58111371408,44266.38985273598
4908,11680531,논현2동,0.2403342070773263,0.2015072083879423,0.2285386631716907,1091.0,-732.0,661.3688034184021,32,48771.59621426129,62230.2112386115,48357.27645215458
4909,11680640,역삼1동,0.1260330578512396,0.1553719008264462,0.2983471074380165,-414.0,-394.0,385.1145116004697,36,112062.8253233242,150148.66741761286,117683.77599746925
4913,11680580,삼성1동,0.2560913054629392,0.1956912028725314,0.2301872274942293,1158.0,-292.0,277.57681908286526,20,44052.2044621751,68106.46228580711,46531.80653272913
4914,11680580,삼성1동,0.3144305649924214,0.2597606230073694,0.2108399101029634,4731.0,-2058.0,432.7475437779764,28,44052.2044621751,68106.46228580711,46531.80653272913
4915,11680650,역삼2동,0.2094835262689225,0.1898931433659839,0.2299643811219946,-140.0,22.0,369.7041359090686,16,58832.34507924077,63507.11466898085,51546.29168211355
4916,11680580,삼성1동,0.1107556977209116,0.1431427429028388,0.3806477409036385,-402.0,86.0,383.9595335263336,28,44052.2044621751,68106.46228580711,46531.80653272913
4917,11680730,일원1동,0.129500947567909,0.1266231487330666,0.3609882782340142,-2565.0,1774.0,642.5549922732143,28,15228.157974316004,14695.19305475376,14142.947929582764
4918,11680655,도곡1동,0.1792933073813445,0.1855816739032789,0.321530169187004,1.0,418.0,117.27548323360584,40,39281.57394435705,39291.80882322161,35228.0752125855
4919,11680610,대치2동,0.0848,0.1669333333333333,0.3013333333333333,-506.0,39.0,106.95046825584724,32,54042.53933621752,64417.24090506156,55294.00449155267
4923,11680610,대치2동,0.135257819703525,0.187389176537343,0.3324349244627279,-482.0,7.0,295.96648754230614,12,54042.53933621752,64417.24090506156,55294.00449155267
4924,11680521,논현1동,0.2355873428695275,0.20654529692241,0.2319029042045947,256.0,-227.0,476.68845040245674,4,43807.05390064979,51912.863196648424,45663.3832001026
4925,11680565,청담동,0.3306733167082294,0.1640897755610972,0.18428927680798,1039.0,-225.0,660.6716963173001,28,44485.18132588919,53001.089906737354,42721.22389463064
4926,11680610,대치2동,0.2557562524811433,0.1545256053989678,0.2792774910678841,701.0,-344.0,531.8895415759499,24,54042.53933621752,64417.24090506156,55294.00449155267
4928,11680700,세곡동,0.2638827187916481,0.1477121279431363,0.2672145713016437,339.0,-629.0,565.3186211130518,8,46016.29151874145,40696.17679541724,42582.81225133379
