target,feature,alpha,coefficient
rental_count,intercept,1000.0,-0.1564526258415211
rental_count,base_value,1000.0,0.17789628273550226
rental_count,month_weight,1000.0,0.06736887189349368
rental_count,year_weight,1000.0,2.3609906219228014e-30
rental_count,hour_weight,1000.0,0.06684661668562798
rental_count,pattern_prior,1000.0,0.44643301290941995
rental_count,corrected_pattern_prior,1000.0,0.5585926869157318
rental_count,day_type_weekday,1000.0,-0.0012550316186336042
rental_count,day_type_offday,1000.0,0.0012550316186331503
return_count,intercept,100.0,-0.08932621982145728
return_count,base_value,100.0,-0.2248463856972186
return_count,month_weight,100.0,-0.13301432814529018
return_count,year_weight,100.0,-1.5104807436898253e-29
return_count,hour_weight,100.0,0.19578814812772738
return_count,pattern_prior,100.0,0.3530941281517889
return_count,corrected_pattern_prior,100.0,0.8397685479293434
return_count,day_type_weekday,100.0,0.001710281532018196
return_count,day_type_offday,100.0,-0.001710281532016694
