target,feature,alpha,coefficient
rental_count,intercept,1000.0,-0.36270931427356534
rental_count,base_value,1000.0,0.028827939587017178
rental_count,month_weight,1000.0,0.09688717225953027
rental_count,year_weight,1000.0,2.027563761133695e-29
rental_count,hour_weight,1000.0,0.1554920484314233
rental_count,pattern_prior,1000.0,0.3108095999793345
rental_count,corrected_pattern_prior,1000.0,0.7026984032442246
rental_count,day_type_weekday,1000.0,-0.0033619684196601204
rental_count,day_type_offday,1000.0,0.003361968419660104
return_count,intercept,1000.0,-0.21861934062203225
return_count,base_value,1000.0,0.032863198629702925
return_count,month_weight,1000.0,0.12072256035172255
return_count,year_weight,1000.0,-1.4386321152233311e-29
return_count,hour_weight,1000.0,0.05813413059116919
return_count,pattern_prior,1000.0,0.3651155701291295
return_count,corrected_pattern_prior,1000.0,0.5979061201085019
return_count,day_type_weekday,1000.0,0.012820793687701908
return_count,day_type_offday,1000.0,-0.012820793687701913
