모델,학습행수,테스트행수,학습시간(초),예측시간(초),RMSE,MAE,R2,nRMSE_std,nMAE_std
소프트보팅회귀,160000,1594320,266.16521908300274,24.61879250000129,0.9527968689405927,0.4902158886249672,0.11620665543149178,0.9401028372231879,0.48368478399875214
스태킹회귀,120000,1594320,477.7471351669992,19.81267149999985,0.9538938291637102,0.49077026326193496,0.11417045178009921,0.9411851827384712,0.4842317727495417
그래디언트부스팅,250000,1594320,98.26459666700248,1.2861505420005415,0.9547589125859425,0.5005945674322384,0.11256301095453747,0.9420387407277827,0.4939251885502413
랜덤포레스트,140000,1594320,179.97362145900115,12.92556816599972,0.9567012969837786,0.49847987428148344,0.1089484918301088,0.9439552469033479,0.49183866927662984
엑스트라트리,140000,1594320,77.35362645799978,22.83890166600031,0.9607816093470054,0.498637379101918,0.10133164896104196,0.9479811976116993,0.4919940756737264
릿지(기준선),450000,1594320,0.04492899999968358,0.05679920799957472,0.97391594905343,0.5349329464392313,0.07659326006977685,0.9609405496263551,0.5278060802517567
배깅트리,140000,1594320,294.24953249999817,40.02820000000065,0.9804601114851413,0.573466829973679,0.06414202911637945,0.9673975247381035,0.5658265801304364
아다부스트,200000,1594320,83.26061325000046,21.214725416000874,0.9915473885785265,0.4906612268270936,0.04285654422308216,0.9783370869809564,0.484124188997856
