station_id,station_name,baseline_model,baseline_exact_rate_rounded,ensemble_exact_rate_rounded,delta_exact_rate_rounded,baseline_bucket_accuracy,ensemble_bucket_accuracy,delta_bucket_accuracy,baseline_rmse,ensemble_rmse,delta_rmse,best_weight_lightgbm,best_weight_xgboost,best_weight_random_forest,feature_count_after_onehot,n_train_2023,n_valid_2024,n_test_2025
2359,"국립국악중,고교 정문 맞은편",lightgbm,0.5208904109589041,0.5212328767123288,0.00034246575342467,0.529337899543379,0.5294520547945205,0.00011415525114155667,0.9347584181076845,0.9318199905078017,-0.0029384275998827203,0.8,0.15,0.05,81,8760,8784,8760
3643,더시그넘하우스 앞,lightgbm,0.5797945205479452,0.5787671232876712,-0.00102739726027401,0.5824200913242009,0.5811643835616438,-0.0012557077625571234,0.8535327143912294,0.8530353227558832,-0.0004973916353461227,0.75,0.25,0.0,81,8760,8784,8760
