source_year,station_id,station_name,주소,latitude,longitude,total_return_count,return_7_10_count,return_11_14_count,return_17_20_count,arrival_7_10_ratio,arrival_11_14_ratio,arrival_17_20_ratio,dominant_window,district_hypothesis
2024,2301, 현대고등학교 건너편,서울특별시 강남구 압구정로 134,37.52407074,127.02178955,10093,756,1310,3778,0.07490339839492717,0.1297929257901516,0.37431883483602496,return_17_20_count,주거지구 후보
2024,2302, 교보타워 버스정류장(신논현역 3번출구 후면),서울특별시 강남구 봉은사로 지하 102,37.5055809,127.02427673,8682,1136,1440,3295,0.1308454273208938,0.165860400829302,0.3795208477309376,return_17_20_count,주거지구 후보
2024,2303, 논현역 10번출구,서울특별시 강남구 학동로 지하 102,37.51137161,127.02146149,8174,942,1312,3002,0.11524345485686323,0.1605089307560558,0.3672620504037191,return_17_20_count,주거지구 후보
2024,2304, 대현그린타워,서울특별시 강남구 언주로 626,37.5116272,127.03565216,1226,166,246,380,0.13539967373572595,0.200652528548124,0.3099510603588907,return_17_20_count,주거지구 후보
2024,2305, MCM 본사 직영점 앞,서울특별시 강남구 언주로 734,37.52064133,127.03450775,2449,1040,558,377,0.4246631278072683,0.22784810126582278,0.15394038383013475,return_7_10_count,업무/상업지구 후보
2024,2306, 압구정역 2번 출구 옆,서울특별시 강남구 압구정로 지하 172,37.5271225,127.02871704,15402,1545,2973,6376,0.10031164783794312,0.1930268796260226,0.41397221140111673,return_17_20_count,주거지구 후보
2024,2307, 압구정 한양 3차 아파트,서울특별시 강남구 압구정로 321,37.52838135,127.03901672,3000,266,584,971,0.08866666666666667,0.19466666666666665,0.32366666666666666,return_17_20_count,주거지구 후보
2024,2308, 압구정파출소 앞,서울특별시 강남구 압구정로 311,37.52930069,127.03559875,7749,662,1608,2645,0.08543037811330494,0.20751064653503679,0.3413343657246096,return_17_20_count,주거지구 후보
2024,2309, 청담역(우리들병원 앞),서울특별시 강남구 학동로 443,37.51890182,127.04938507,1962,211,345,617,0.10754332313965341,0.17584097859327216,0.3144750254841998,return_17_20_count,주거지구 후보
2024,2310, 청담동 맥도날드 옆(위치),서울특별시 강남구 학동로 지하 508,37.52361298,127.04017639,3354,502,610,788,0.14967203339296362,0.18187239117471676,0.234943351222421,return_17_20_count,주거지구 후보
2024,2311, 학동로 래미안 아파트 앞,서울특별시 강남구 학동로 지하 508,37.51777267,127.04302216,1398,218,245,389,0.15593705293276108,0.17525035765379113,0.2782546494992847,return_17_20_count,주거지구 후보
2024,2312, 청담역 13번 출구 앞,서울특별시 강남구 영동대로 703,37.52058029,127.05632782,3106,305,400,1142,0.09819703799098518,0.128783000643915,0.3676754668383773,return_17_20_count,주거지구 후보
2024,2313, 금원빌딩 앞,서울특별시 강남구 도산대로 539,37.52511597,127.05246735,4479,1457,559,862,0.3252958249609288,0.12480464389372628,0.19245367269479793,return_7_10_count,업무/상업지구 후보
2024,2314, 청담나들목입구,서울특별시 강남구 영동대로128길 59,37.52101517,127.06015015,3297,528,528,1137,0.16014558689717925,0.16014558689717925,0.3448589626933576,return_17_20_count,주거지구 후보
2024,2315, 봉은사역 5번출구 옆,서울특별시 강남구 봉은사로 지하 601,37.51424789,127.06111908,4797,754,1009,1458,0.15718157181571815,0.21033979570564937,0.30393996247654786,return_17_20_count,주거지구 후보
2024,2317, 삼성도로공원,서울특별시 강남구 영동대로112길 66,37.51588821,127.06620026,4484,506,908,1528,0.1128456735057984,0.2024977698483497,0.3407671721677074,return_17_20_count,주거지구 후보
2024,2318, 삼성중앙역4번출구(문화센터더 리빌),서울특별시 강남구 봉은사로 531,37.51357651,127.05503082,1203,252,230,362,0.20947630922693267,0.19118869492934332,0.30091438071487947,return_17_20_count,주거지구 후보
2024,2319, 포스코사거리 서측(수협 삼성동 지점),서울특별시 강남구 테헤란로 435,37.50660706,127.05467987,6597,1892,1449,1384,0.2867970289525542,0.21964529331514324,0.2097923298469001,return_7_10_count,업무/상업지구 후보
2024,2320, 도곡역 대치지구대 방향,서울특별시 강남구 남부순환로 지하 2814,37.4919281,127.05696869,5846,948,1091,1635,0.16216216216216217,0.18662333219295243,0.27967841258980497,return_17_20_count,주거지구 후보
2024,2321, 학여울역 사거리,서울특별시 강남구 남부순환로 지하 3104,37.49611664,127.06944275,3860,385,686,1289,0.09974093264248704,0.17772020725388601,0.3339378238341969,return_17_20_count,주거지구 후보
2024,2323, 주식회사 오뚜기 정문 앞,서울특별시 강남구 영동대로 308,37.50221252,127.06720734,4660,2906,692,474,0.6236051502145923,0.14849785407725322,0.1017167381974249,return_7_10_count,업무/상업지구 후보
2024,2324, 천주교 대치 2동 교회 옆,서울특별시 강남구 도곡로 540,37.50043869,127.06622314,8432,1461,1770,2444,0.1732685009487666,0.2099146110056926,0.2898481973434535,return_17_20_count,주거지구 후보
2024,2325, 대치삼성아파트 앞 교차로,서울특별시 강남구 도곡로 447,37.4986496,127.05931854,9414,1308,2211,2994,0.13894200127469725,0.2348629700446144,0.31803696622052263,return_17_20_count,주거지구 후보
2024,2326, 대치동 삼성로,서울특별시 강남구 삼성로 350,37.50239563,127.05879974,4583,690,730,1531,0.15055640410211651,0.1592843115862972,0.33406065895701503,return_17_20_count,주거지구 후보
2024,2327, 뱅뱅사거리 랜드마크타워 앞,서울특별시 강남구 강남대로 308,37.49055099,127.03146362,8143,2867,1259,1895,0.3520815424290802,0.1546113226083753,0.23271521552253469,return_7_10_count,업무/상업지구 후보
2024,2328, 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,서울특별시 강남구 언주로 506,37.50321198,127.04273224,5762,1833,1148,1211,0.31811870878167303,0.19923637625824367,0.21017007983339117,return_7_10_count,업무/상업지구 후보
2024,2329, 르네상스호텔사거리 역삼지하보도 2번출구,서울특별시 강남구 테헤란로 지하 156,37.50235748,127.04319,4714,1273,1067,930,0.2700466694951209,0.22634705133644464,0.1972846839202376,return_7_10_count,업무/상업지구 후보
2024,2330, 역삼월드메르디앙아파트 앞,서울특별시 강남구 도곡로 183,37.49219894,127.03945923,4682,862,976,1433,0.18410935497650577,0.20845792396411789,0.3060657838530543,return_17_20_count,주거지구 후보
