station_id,station_name,target,feature_set,alpha,split,rmse,mae,r2
2306, 압구정역 2번 출구 옆,return_count,baseline_plus_rush_hour,0.001,test,1.4945180150827737,1.0164617184780391,0.5214112287038333
2306, 압구정역 2번 출구 옆,return_count,baseline_plus_month_day_type,100.0,train,1.7697602684845397,1.1911208061159309,0.5437550654246875
2306, 압구정역 2번 출구 옆,return_count,baseline_plus_month_day_type,100.0,valid,1.7206400513081759,1.162065184147834,0.5575311996641783
2306, 압구정역 2번 출구 옆,return_count,baseline_plus_month_day_type,100.0,test,1.4995570574953492,1.0358041339021187,0.5181784878228749
2306, 압구정역 2번 출구 옆,return_count,all_extended,1000.0,train,1.76296867698973,1.1898833630231944,0.5472500965404932
2306, 압구정역 2번 출구 옆,return_count,all_extended,1000.0,valid,1.7140860617435163,1.1592281672048643,0.5608955441238133
2306, 압구정역 2번 출구 옆,return_count,all_extended,1000.0,test,1.4958175289726472,1.0194397489111109,0.5205785814675148
2375, 수서역 1번출구 앞,rental_count,baseline,0.001,train,1.4645464740560434,0.9994805656303578,0.4418280122898347
2375, 수서역 1번출구 앞,rental_count,baseline,0.001,valid,1.5099961029561544,1.033250043835359,0.4757349249344953
2375, 수서역 1번출구 앞,rental_count,baseline,0.001,test,1.3082190339506654,0.8794184430936511,0.42565561914104444
2375, 수서역 1번출구 앞,rental_count,baseline_plus_weekday,0.001,train,1.4565959969742874,0.9947337850471559,0.4478717784294901
2375, 수서역 1번출구 앞,rental_count,baseline_plus_weekday,0.001,valid,1.4983782294089483,1.0248621206646849,0.48377125552760103
2375, 수서역 1번출구 앞,rental_count,baseline_plus_weekday,0.001,test,1.2974784190769137,0.8824759817076766,0.43504775967066733
2375, 수서역 1번출구 앞,rental_count,baseline_plus_season,0.001,train,1.463896739850019,0.9993806142943087,0.44232315941330613
2375, 수서역 1번출구 앞,rental_count,baseline_plus_season,0.001,valid,1.509485501577232,1.0343736640339893,0.47608942281736566
2375, 수서역 1번출구 앞,rental_count,baseline_plus_season,0.001,test,1.3076539975466075,0.8749026402720743,0.42615164525271776
2375, 수서역 1번출구 앞,rental_count,baseline_plus_quarter,100.0,train,1.460840242733466,0.9961132876904367,0.4446494958836309
2375, 수서역 1번출구 앞,rental_count,baseline_plus_quarter,100.0,valid,1.519325539842618,1.036912567775555,0.4692366199065968
