station_id,station_name,combined_best_feature_set,combined_valid_r2,combined_valid_rmse,combined_valid_mae,rental_best_feature_set,rental_best_alpha,rental_valid_rmse,rental_valid_mae,rental_valid_r2,return_best_feature_set,return_best_alpha,return_valid_rmse,return_valid_mae,return_valid_r2
2306, 압구정역 2번 출구 옆,baseline_plus_weekday,0.4727105469814137,1.6777321969016787,1.1532613829315421,baseline_plus_weekday,1000.0,1.6525151999780165,1.1569457649690456,0.3788381321282599,baseline_plus_weekday,0.001,1.7029491938253407,1.1495770008940385,0.5665829618345675
2335, 3호선 매봉역 3번출구앞,baseline_plus_weekday,0.5472005854893953,1.8070410621369888,1.2444991720038,baseline_plus_weekday,0.001,1.7829289770286818,1.215998758742046,0.5492312349463305,baseline_plus_weekday,10.0,1.831153147245296,1.272999585265554,0.5451699360324602
2348, 포스코사거리(기업은행),all_extended,0.6849163510758022,2.153304095433889,1.2915351993204156,baseline_plus_rush_hour,100.0,1.973599015603767,1.185752384553102,0.663773450649253,all_extended,1000.0,2.3197010932931588,1.3763751642237763,0.7106089259207407
2375, 수서역 1번출구 앞,baseline_plus_weekday,0.481481942220383,1.552799157295763,1.087508111913593,baseline_plus_weekday,0.001,1.4983782294089483,1.0248621206646849,0.48377125552760103,baseline_plus_weekday,10.0,1.6072200851825775,1.150154103162501,0.47919262891316494
2377, 수서역 5번출구,baseline_plus_month_day_type,0.5372930643340279,1.9303602531428061,1.3448648565016352,baseline_plus_month_day_type,100.0,1.8263841102068372,1.247563339946723,0.4759527355034243,baseline_plus_month_day_type,100.0,2.034336396078775,1.4421663730565477,0.5986333931646315
2384, 자곡사거리,all_extended,0.4895766547969755,1.7921703729881,1.2630281236007996,baseline_plus_weekday,0.001,1.7466362007832006,1.2160926894444233,0.4966132305786104,all_extended,100.0,1.824489171592673,1.3053845182407087,0.4901863318916755
