target,alpha,rmse,mae,r2
rental_count,0.001,1.5007015065776181,0.9836064330128721,0.43076520054480716
rental_count,0.01,1.5007020994430103,0.9836067739275969,0.4307647507822423
rental_count,0.1,1.5007080275416262,0.98361018265913,0.4307602535680928
rental_count,1.0,1.5007672528634466,0.9836442283037882,0.4307153226797319
rental_count,10.0,1.5013533554359026,0.9839931844496737,0.43027058434199295
rental_count,100.0,1.5066155782811446,0.987478297193617,0.42626979773730844
rental_count,1000.0,1.5341239602046155,1.0058058589536036,0.4051277488918452
return_count,0.001,1.557066737611164,1.127117933500597,0.4466501223892454
return_count,0.01,1.5570669499686727,1.1271178495528493,0.44664997145414853
return_count,0.1,1.5570690745590892,1.1271170110667075,0.4466484613803914
return_count,1.0,1.5570904213356687,1.1271088150378605,0.4466332888323926
return_count,10.0,1.5573133506094674,1.1270498652632095,0.4464748260119389
return_count,100.0,1.5600778961924706,1.1276116035826302,0.44450784380936714
return_count,1000.0,1.581805626203974,1.1411581503527035,0.42892704210753585
