target,alpha,rmse,mae,r2
rental_count,0.001,1.396159449910614,1.0228503553263808,0.3220630631062785
rental_count,0.01,1.3961587641433129,1.0228498317803516,0.32206372908589764
rental_count,0.1,1.3961519115907581,1.0228445917957423,0.32207038389141684
rental_count,1.0,1.3960838933330069,1.0227917514624845,0.322136437546097
rental_count,10.0,1.3954501404119999,1.0222438709389983,0.3227517308056115
rental_count,100.0,1.3915918520195956,1.018293534494971,0.32649160897705776
rental_count,1000.0,1.383864848010769,1.016415327712397,0.3339503383569833
return_count,0.001,1.456635123819175,1.0837737062448398,0.3478916984614626
return_count,0.01,1.4566346931064111,1.0837730591695303,0.34789208410550343
return_count,0.1,1.456630389419107,1.0837665827531342,0.34789593745930025
return_count,1.0,1.4565877004354129,1.0837012720088899,0.34793415889416845
return_count,10.0,1.4561980304683202,1.0830323372331165,0.34828299678056807
return_count,100.0,1.4550224291684373,1.0790680734097589,0.3493348456041071
return_count,1000.0,1.461361865900376,1.0771119699970673,0.343652683806427
