year,month,year_month,hour,feature,hourly_mean
2023,11.0,2023-11,21,bike_change_lag_1,-0.284472049689441
2023,11.0,2023-11,22,bike_change_lag_1,0.018633540372670808
2023,11.0,2023-11,23,bike_change_lag_1,-0.12877846790890268
2023,12.0,2023-12,0,bike_change_lag_1,-0.13083550390703266
2023,12.0,2023-12,1,bike_change_lag_1,-0.005810458825886596
2023,12.0,2023-12,2,bike_change_lag_1,-0.04468042476457624
2023,12.0,2023-12,3,bike_change_lag_1,-0.05730314566219195
2023,12.0,2023-12,4,bike_change_lag_1,-0.03305950711280305
2023,12.0,2023-12,5,bike_change_lag_1,-0.027449408936084954
2023,12.0,2023-12,6,bike_change_lag_1,0.020236425566018835
2023,12.0,2023-12,7,bike_change_lag_1,0.1031857343217792
2023,12.0,2023-12,8,bike_change_lag_1,0.22821077940292528
2023,12.0,2023-12,9,bike_change_lag_1,0.2803045481867361
2023,12.0,2023-12,10,bike_change_lag_1,-0.2015628130635143
2023,12.0,2023-12,11,bike_change_lag_1,-0.11620917651773192
2023,12.0,2023-12,12,bike_change_lag_1,0.0426768182728912
2023,12.0,2023-12,13,bike_change_lag_1,0.04047285113203767
2023,12.0,2023-12,14,bike_change_lag_1,0.022640753356040873
2023,12.0,2023-12,15,bike_change_lag_1,-0.012823081546784212
2023,12.0,2023-12,16,bike_change_lag_1,0.049288719695451816
2023,12.0,2023-12,17,bike_change_lag_1,0.05249449008214786
2023,12.0,2023-12,18,bike_change_lag_1,0.17992386295331597
2023,12.0,2023-12,19,bike_change_lag_1,0.09276698056501703
2023,12.0,2023-12,20,bike_change_lag_1,-0.3089561210178321
2023,12.0,2023-12,21,bike_change_lag_1,-0.11861350430775396
2023,12.0,2023-12,22,bike_change_lag_1,-0.012422360248447204
2023,12.0,2023-12,23,bike_change_lag_1,-0.04888799839711481
2024,1.0,2024-01,0,bike_change_lag_1,-0.11781206171107994
2024,1.0,2024-01,1,bike_change_lag_1,-0.005009016229212583
2024,1.0,2024-01,2,bike_change_lag_1,-0.027449408936084954
2024,1.0,2024-01,3,bike_change_lag_1,-0.04828691644960929
2024,1.0,2024-01,4,bike_change_lag_1,-0.023442195952714885
2024,1.0,2024-01,5,bike_change_lag_1,-0.020236425566018835
2024,1.0,2024-01,6,bike_change_lag_1,0.020837507513524343
2024,1.0,2024-01,7,bike_change_lag_1,0.1156080945702264
2024,1.0,2024-01,8,bike_change_lag_1,0.1765177319174514
2024,1.0,2024-01,9,bike_change_lag_1,0.33860949709477056
2024,1.0,2024-01,10,bike_change_lag_1,-0.20677218994189542
2024,1.0,2024-01,11,bike_change_lag_1,-0.16850330595071128
2024,1.0,2024-01,12,bike_change_lag_1,0.06331396513724705
2024,1.0,2024-01,13,bike_change_lag_1,0.043478260869565216
2024,1.0,2024-01,14,bike_change_lag_1,-0.02905229412943298
2024,1.0,2024-01,15,bike_change_lag_1,0.011420557002604689
2024,1.0,2024-01,16,bike_change_lag_1,0.013624524143458225
2024,1.0,2024-01,17,bike_change_lag_1,0.08254858745742336
2024,1.0,2024-01,18,bike_change_lag_1,0.23742736926467642
2024,1.0,2024-01,19,bike_change_lag_1,0.06752153876978562
2024,1.0,2024-01,20,bike_change_lag_1,-0.3165698256862352
2024,1.0,2024-01,21,bike_change_lag_1,-0.1402524544179523
2024,1.0,2024-01,22,bike_change_lag_1,-0.019835704267681827
2024,1.0,2024-01,23,bike_change_lag_1,-0.037467441394510116
2024,2.0,2024-02,0,bike_change_lag_1,-0.15206682373099165
2024,2.0,2024-02,1,bike_change_lag_1,-0.01649175412293853
2024,2.0,2024-02,2,bike_change_lag_1,-0.020775326622403084
2024,2.0,2024-02,3,bike_change_lag_1,-0.058684943242664385
2024,2.0,2024-02,4,bike_change_lag_1,-0.02227457699721568
2024,2.0,2024-02,5,bike_change_lag_1,-0.03362604412079674
2024,2.0,2024-02,6,bike_change_lag_1,0.007067894624116514
2024,2.0,2024-02,7,bike_change_lag_1,0.11330049261083744
2024,2.0,2024-02,8,bike_change_lag_1,0.19618762047547655
2024,2.0,2024-02,9,bike_change_lag_1,0.3268365817091454
2024,2.0,2024-02,10,bike_change_lag_1,-0.20111372884986078
2024,2.0,2024-02,11,bike_change_lag_1,-0.12957806810880274
2024,2.0,2024-02,12,bike_change_lag_1,0.06853715999143285
2024,2.0,2024-02,13,bike_change_lag_1,0.07453416149068323
2024,2.0,2024-02,14,bike_change_lag_1,-0.015420860998072392
2024,2.0,2024-02,15,bike_change_lag_1,0.04861854786892268
2024,2.0,2024-02,16,bike_change_lag_1,0.044977511244377814
2024,2.0,2024-02,17,bike_change_lag_1,0.041979010494752625
2024,2.0,2024-02,18,bike_change_lag_1,0.16149068322981366
2024,2.0,2024-02,19,bike_change_lag_1,0.07067894624116514
2024,2.0,2024-02,20,bike_change_lag_1,-0.29235382308845576
2024,2.0,2024-02,21,bike_change_lag_1,-0.14863996573142
2024,2.0,2024-02,22,bike_change_lag_1,-0.01841936174769758
2024,2.0,2024-02,23,bike_change_lag_1,-0.045405868494324264
2024,3.0,2024-03,0,bike_change_lag_1,-0.2131837307152875
2024,3.0,2024-03,1,bike_change_lag_1,-0.007413344019234622
2024,3.0,2024-03,2,bike_change_lag_1,-0.0546984572230014
2024,3.0,2024-03,3,bike_change_lag_1,-0.06932478461230214
2024,3.0,2024-03,4,bike_change_lag_1,-0.02724904828691645
2024,3.0,2024-03,5,bike_change_lag_1,-0.059707473452213985
2024,3.0,2024-03,6,bike_change_lag_1,0.03406131035864556
2024,3.0,2024-03,7,bike_change_lag_1,0.16068924063313966
2024,3.0,2024-03,8,bike_change_lag_1,0.34982969344820675
2024,3.0,2024-03,9,bike_change_lag_1,0.39230615107192945
2024,3.0,2024-03,10,bike_change_lag_1,-0.26247245041073936
2024,3.0,2024-03,11,bike_change_lag_1,-0.2179923862953316
2024,3.0,2024-03,12,bike_change_lag_1,0.12382288118613505
2024,3.0,2024-03,13,bike_change_lag_1,0.11380484872770988
2024,3.0,2024-03,14,bike_change_lag_1,-0.012823081546784212
2024,3.0,2024-03,15,bike_change_lag_1,0.008615507914245642
2024,3.0,2024-03,16,bike_change_lag_1,0.1087958324984973
2024,3.0,2024-03,17,bike_change_lag_1,0.12262071729112402
2024,3.0,2024-03,18,bike_change_lag_1,0.23181727108795833
2024,3.0,2024-03,19,bike_change_lag_1,0.10158284912843117
2024,3.0,2024-03,20,bike_change_lag_1,-0.5073131636946504
2024,3.0,2024-03,21,bike_change_lag_1,-0.20797435383690643
2024,3.0,2024-03,22,bike_change_lag_1,-0.02905229412943298
2024,3.0,2024-03,23,bike_change_lag_1,-0.07733921057904228
2024,4.0,2024-04,0,bike_change_lag_1,-0.3242236024844721
2024,4.0,2024-04,1,bike_change_lag_1,-0.08695652173913043
2024,4.0,2024-04,2,bike_change_lag_1,-0.11469979296066253
2024,4.0,2024-04,3,bike_change_lag_1,-0.10973084886128365
2024,4.0,2024-04,4,bike_change_lag_1,-0.059420289855072465
2024,4.0,2024-04,5,bike_change_lag_1,-0.0515527950310559
2024,4.0,2024-04,6,bike_change_lag_1,0.06169772256728778
2024,4.0,2024-04,7,bike_change_lag_1,0.2525879917184265
2024,4.0,2024-04,8,bike_change_lag_1,0.5991718426501035
2024,4.0,2024-04,9,bike_change_lag_1,0.5598343685300207
2024,4.0,2024-04,10,bike_change_lag_1,-0.45714285714285713
2024,4.0,2024-04,11,bike_change_lag_1,-0.3341614906832298
2024,4.0,2024-04,12,bike_change_lag_1,0.18281573498964804
2024,4.0,2024-04,13,bike_change_lag_1,0.1598343685300207
2024,4.0,2024-04,14,bike_change_lag_1,-0.0035196687370600416
2024,4.0,2024-04,15,bike_change_lag_1,0.03229813664596273
2024,4.0,2024-04,16,bike_change_lag_1,0.08944099378881988
2024,4.0,2024-04,17,bike_change_lag_1,0.2616977225672878
2024,4.0,2024-04,18,bike_change_lag_1,0.4811594202898551
2024,4.0,2024-04,19,bike_change_lag_1,0.34886128364389235
2024,4.0,2024-04,20,bike_change_lag_1,-0.8614906832298137
2024,4.0,2024-04,21,bike_change_lag_1,-0.3225672877846791
2024,4.0,2024-04,22,bike_change_lag_1,-0.10062111801242236
2024,4.0,2024-04,23,bike_change_lag_1,-0.1855072463768116
2024,5.0,2024-05,0,bike_change_lag_1,-0.3644560208375075
2024,5.0,2024-05,1,bike_change_lag_1,-0.08956121017832097
2024,5.0,2024-05,2,bike_change_lag_1,-0.12402324183530354
2024,5.0,2024-05,3,bike_change_lag_1,-0.11540773392105791
2024,5.0,2024-05,4,bike_change_lag_1,-0.04828691644960929
2024,5.0,2024-05,5,bike_change_lag_1,-0.05129232618713685
2024,5.0,2024-05,6,bike_change_lag_1,0.06912442396313365
2024,5.0,2024-05,7,bike_change_lag_1,0.2865157283109597
2024,5.0,2024-05,8,bike_change_lag_1,0.7124824684431977
2024,5.0,2024-05,9,bike_change_lag_1,0.5910639150470848
2024,5.0,2024-05,10,bike_change_lag_1,-0.5425766379483069
2024,5.0,2024-05,11,bike_change_lag_1,-0.3404127429372871
2024,5.0,2024-05,12,bike_change_lag_1,0.1392506511721098
2024,5.0,2024-05,13,bike_change_lag_1,0.13764776597876177
2024,5.0,2024-05,14,bike_change_lag_1,-0.13103586455620117
2024,5.0,2024-05,15,bike_change_lag_1,-0.0667200961731116
2024,5.0,2024-05,16,bike_change_lag_1,0.11721097976357443
2024,5.0,2024-05,17,bike_change_lag_1,0.300941695051092
2024,5.0,2024-05,18,bike_change_lag_1,0.4774594269685434
2024,5.0,2024-05,19,bike_change_lag_1,0.38449208575435784
2024,5.0,2024-05,20,bike_change_lag_1,-0.7204968944099379
2024,5.0,2024-05,21,bike_change_lag_1,-0.331596874373873
2024,5.0,2024-05,22,bike_change_lag_1,-0.07433380084151472
2024,5.0,2024-05,23,bike_change_lag_1,-0.2185934682428371
2024,6.0,2024-06,0,bike_change_lag_1,-0.40144927536231884
2024,6.0,2024-06,1,bike_change_lag_1,-0.10372670807453416
2024,6.0,2024-06,2,bike_change_lag_1,-0.13478260869565217
2024,6.0,2024-06,3,bike_change_lag_1,-0.1041407867494824
2024,6.0,2024-06,4,bike_change_lag_1,-0.0761904761904762
2024,6.0,2024-06,5,bike_change_lag_1,-0.03975155279503106
2024,6.0,2024-06,6,bike_change_lag_1,0.0650103519668737
