actual,0,1,2,3,4,5,6,7,9
0,5569,193,36,2,0,0,0,0,0
1,1471,259,53,9,0,0,0,0,0
2,509,180,47,10,0,0,0,0,0
3,170,79,25,5,0,0,0,0,0
4,49,30,11,3,0,0,0,0,0
5,12,17,7,0,0,0,0,0,0
6,0,8,3,0,0,0,0,0,0
7,0,2,0,0,0,0,0,0,0
9,0,1,0,0,0,0,0,0,0
