station_id,station_name,feature_count_after_onehot,n_train_2023,n_valid_2024,n_test_2025,best_threshold_nonzero,best_scale_positive,best_bias_positive,baseline_valid_exact_rate_rounded,two_stage_valid_exact_rate_rounded,delta_valid_exact_rate_rounded,baseline_valid_tol1,two_stage_valid_tol1,delta_valid_tol1,baseline_test_exact_rate_rounded,two_stage_test_exact_rate_rounded,delta_test_exact_rate_rounded,baseline_test_tol1,two_stage_test_tol1,delta_test_tol1,baseline_test_bucket,two_stage_test_bucket,delta_test_bucket,baseline_test_rmse,two_stage_test_rmse,delta_test_rmse
2359,"국립국악중,고교 정문 맞은편",81,8760,8784,8760,0.84,0.74,-0.35,0.5050091074681239,0.5685336976320583,0.06352459016393441,0.873747723132969,0.8376593806921676,-0.03608834244080139,0.5208904109589041,0.5746575342465754,0.0537671232876713,0.9004566210045662,0.8304794520547946,-0.06997716894977168,0.529337899543379,0.5762557077625571,0.046917808219178125,0.9347584181076845,1.2091836218527456,0.2744252037450612
3643,더시그넘하우스 앞,81,8760,8784,8760,0.82,0.7,-0.4,0.5414389799635702,0.6180555555555556,0.07661657559198543,0.9081284153005464,0.8765938069216758,-0.03153460837887068,0.5797945205479452,0.6712328767123288,0.09143835616438356,0.9238584474885845,0.8921232876712328,-0.031735159817351644,0.5824200913242009,0.6715753424657535,0.08915525114155254,0.8535327143912294,0.9631694582223823,0.10963674383115296
