threshold_nonzero,scale_positive,bias_positive,rmse,mae,r2,exact_match_hits_rounded,exact_match_rate_rounded,tolerance_1_accuracy_rounded,bucket_accuracy_0_1_2_3plus,n_samples
0.84,0.74,-0.35,1.187566469285329,0.6827387135611762,-0.12483207266388008,4994.0,0.5685336976320583,0.8376593806921676,0.5688752276867031,8784.0
