target,weight_type,key,value
rental_count,month_weight,1,0.44303194110605565
rental_count,month_weight,2,0.5788981112174689
rental_count,month_weight,3,0.8880439076697769
rental_count,month_weight,4,1.2305639599720481
rental_count,month_weight,5,1.335649977711893
rental_count,month_weight,6,1.4012130712843933
rental_count,month_weight,7,1.0663910182770961
rental_count,month_weight,8,1.0963592967786622
rental_count,month_weight,9,1.2376929761634312
rental_count,month_weight,10,1.2109426432817119
rental_count,month_weight,11,0.9275408293354677
rental_count,month_weight,12,0.5836722672019945
rental_count,year_weight,2023,1.117161216479157
rental_count,year_weight,2024,1.0292406011543902
rental_count,year_weight,2025,0.8535981823664529
rental_count,hour_weight,0,0.8355109052370757
rental_count,hour_weight,1,0.8916653520825945
rental_count,hour_weight,2,0.8056540013760805
rental_count,hour_weight,3,0.6314680701453212
rental_count,hour_weight,4,0.47372355177071884
rental_count,hour_weight,5,0.4666455200741472
rental_count,hour_weight,6,1.0838315320671268
rental_count,hour_weight,7,1.3405916885253615
rental_count,hour_weight,8,1.79159436537923
rental_count,hour_weight,9,1.3887982113446429
rental_count,hour_weight,10,0.7622588750374548
rental_count,hour_weight,11,0.8446643883617165
rental_count,hour_weight,12,0.850302894762439
rental_count,hour_weight,13,0.7468421973607643
rental_count,hour_weight,14,0.8034849379721277
rental_count,hour_weight,15,0.9516288283878097
rental_count,hour_weight,16,0.9463356922834982
rental_count,hour_weight,17,1.7445387177203264
rental_count,hour_weight,18,1.577561913208048
rental_count,hour_weight,19,1.2433866211607434
rental_count,hour_weight,20,0.9657269274086072
rental_count,hour_weight,21,0.9814523436490669
rental_count,hour_weight,22,1.0352979697262452
rental_count,hour_weight,23,0.8370344949588521
return_count,month_weight,1,0.4858859587329655
return_count,month_weight,2,0.5816288460622243
return_count,month_weight,3,0.9045364481185324
return_count,month_weight,4,1.231970857508998
return_count,month_weight,5,1.2691505507714784
return_count,month_weight,6,1.3295434010208265
return_count,month_weight,7,1.0731052884864891
return_count,month_weight,8,1.095820412181128
return_count,month_weight,9,1.2429116975740968
return_count,month_weight,10,1.2258886845415438
return_count,month_weight,11,0.9617539813358815
return_count,month_weight,12,0.597803873665837
return_count,year_weight,2023,1.0729144374435966
return_count,year_weight,2024,1.0370000516236817
return_count,year_weight,2025,0.890085510932722
return_count,hour_weight,0,0.888008997404097
return_count,hour_weight,1,0.7968611151342929
return_count,hour_weight,2,0.5704839331471878
return_count,hour_weight,3,0.49960001392335346
return_count,hour_weight,4,0.3157335417840064
return_count,hour_weight,5,0.33940192564581256
return_count,hour_weight,6,0.6427171550600672
return_count,hour_weight,7,1.600751195771376
return_count,hour_weight,8,3.0472216490093587
return_count,hour_weight,9,1.943039438327921
return_count,hour_weight,10,0.9826139644102264
return_count,hour_weight,11,0.767614828266664
return_count,hour_weight,12,0.8045963972415605
return_count,hour_weight,13,0.7099649484080359
return_count,hour_weight,14,0.6473076920305523
return_count,hour_weight,15,0.6582265480631867
return_count,hour_weight,16,0.8024421390617316
return_count,hour_weight,17,1.0169160492463758
return_count,hour_weight,18,1.3964792620746873
return_count,hour_weight,19,1.097742741925975
return_count,hour_weight,20,1.0038796739422304
return_count,hour_weight,21,1.192363078977712
return_count,hour_weight,22,1.3790943295416482
return_count,hour_weight,23,0.8969393816019431
